ROUGE_type,050_r,100_r,200_r,400_r,050_p,100_p,200_p,400_p,050_f,100_f,200_f,400_f
RS,0.0602,0.09652,0.13704,0.10485,0.06249,0.08552,0.12632,0.22818,0.05752,0.08845,0.12841,0.13389


S
R4,0.01145,0.01926,0.02371,0.03396,0.01785,0.02001,0.02119,0.02963,0.0138,0.01956,0.02238,0.03165
RW,0.07574,0.09592,0.11838,0.12883,0.16973,0.1687,0.18437,0.19588,0.1034,0.12176,0.14411,0.1554
R1,0.21118,0.29936,0.39844,0.47509,0.272,0.30201,0.35591,0.414,0.23452,0.2992,0.37584,0.44241
R2,0.03998,0.06631,0.09607,0.13053,0.05521,0.06741,0.08584,0.1138,0.0456,0.06656,0.09064,0.12158
R3,0.01596,0.02923,0.03926,0.05577,0.02414,0.03015,0.03512,0.04862,0.01895,0.02956,0.03706,0.05194
RL,0.1704,0.25934,0.36625,0.44738,0.21875,0.26107,0.32718,0.38986,0.18881,0.25898,0.34549,0.41661
RSU,0.04773,0.08469,0.14784,0.21231,0.08189,0.08572,0.11822,0.16149,0.05717,0.0837,0.13119,0.18339
RS,0.04049,0.07988,0.14502,0.21083,0.07053,0.08073,0.11582,0.16025,0.04857,0.07887,0.1286,0.18204


T
R4,0.01771,0.01679,0.02208,0.03468,0.01742,0.01621,0.0209,0.03336,0.01756,0.01648,0.02147,0.03399
RW,0.10696,0.11089,0.12096,0.12795,0.18113,0.18477,0.19898,0.21559,0.13424,0.13847,0.15041,0.16044
R1,0.28391,0.3313,0.39796,0.46391,0.27818,0.31619,0.37577,0.44817,0.28063,0.32337,0.38645,0.45547
R2,0.07102,0.07882,0.09964,0.13653,0.06906,0.07531,0.09403,0.13167,0.06997,0.07698,0.09673,0.13395
R3,0.02988,0.03165,0.03949,0.05805,0.02917,0.03035,0.03728,0.05581,0.02951,0.03096,0.03835,0.05688
RL,0.24814,0.29871,0.37069,0.43985,0.24302,0.28499,0.34999,0.42492,0.24521,0.2915,0.35995,0.43184
RSU,0.08216,0.10511,0.14951,0.20449,0.0783,0.09604,0.13347,0.19077,0.07986,0.10012,0.1409,0.1967
RS,0.07314,0.10007,0.14671,0.20303,0.06946,0.09134,0.13088,0.18937,0.07097,0.09526,0.13821,0.19527


U
R4,0.00077,0.0033,0.00858,0.00684,0.0007,0.00295,0.00751,0.00595,0.00073,0.00311,0.00801,0.00636
RW,0.08778,0.09445,0.10868,0.11426,0.13769,0.14576,0.16509,0.17296,0.10708,0.11455,0.13103,0.13759
R1,0.23642,0.28568,0.36218,0.43128,0.21504,0.25245,0.31553,0.37433,0.22509,0.26797,0.33721,0.40075
R2,0.03242,0.03927,0.05977,0.07865,0.0296,0.0349,0.05209,0.06824,0.03093,0.03694,0.05566,0.07307
R3,0.00633,0.00845,0.01592,0.01788,0.00577,0.00758,0.01391,0.01553,0.00603,0.00799,0.01485,0.01662
RL,0.20973,0.26082,0.34094,0.40748,0.19066,0.23047,0.29701,0.35367,0.19962,0.24464,0.31742,0.37863
RSU,0.05584,0.07757,0.12409,0.17669,0.04652,0.06097,0.09447,0.13342,0.05064,0.0682,0.10723,0.15198
RS,0.0477,0.0729,0.12141,0.17526,0.0396,0.05718,0.0923,0.13224,0.04318,0.06402,0.10483,0.15068


W
R4,0.00051,0.00139,0.00229,0.00843,0.00045,0.0013,0.00196,0.00834,0.00048,0.00134,0.00211,0.00835
RW,0.05855,0.076,0.09043,0.10441,0.11974,0.14255,0.1549,0.17827,0.07553,0.09567,0.11154,0.13108
R1,0.16227,0.2309,0.30582,0.39415,0.18393,0.24027,0.29523,0.38634,0.16616,0.22707,0.29407,0.38836
R2,0.01341,0.02415,0.03942,0.07318,0.01539,0.02291,0.03674,0.07161,0.01396,0.0233,0.03765,0.07205
R3,0.00123,0.00341,0.00657,0.01939,0.00115,0.0031,0.00591,0.01907,0.00119,0.00325,0.00618,0.01914
RL,0.13565,0.20777,0.28397,0.37112,0.15603,0.21764,0.27468,0.36362,0.13918,0.20467,0.27316,0.3656
RSU,0.02986,0.05715,0.0934,0.14865,0.03565,0.05791,0.08358,0.14226,0.02981,0.05287,0.084,0.14273
RS,0.02405,0.05325,0.091,0.14726,0.02646,0.05197,0.08009,0.14089,0.02374,0.04907,0.08173,0.14136


Y
R4,0.00076,0.00158,0.0122,0.02217,0.00063,0.00154,0.01154,0.0198,0.00069,0.00156,0.01186,0.02091
RW,0.08387,0.09071,0.11174,0.12592,0.12519,0.15006,0.18458,0.19655,0.10028,0.11267,0.13898,0.15343
R1,0.21718,0.26409,0.3687,0.46557,0.18781,0.25043,0.34936,0.41657,0.20125,0.25634,0.35826,0.43957
R2,0.02488,0.0345,0.07279,0.11714,0.02133,0.03306,0.06926,0.10479,0.02295,0.03367,0.07088,0.11059
R3,0.00423,0.00658,0.02301,0.04189,0.00365,0.00642,0.02195,0.03745,0.00392,0.00648,0.02244,0.03953
RL,0.19766,0.24735,0.34619,0.44173,0.17079,0.23427,0.32812,0.39527,0.18308,0.23995,0.33643,0.41708
RSU,0.04813,0.06918,0.12562,0.20217,0.03619,0.06193,0.11299,0.1622,0.04119,0.06466,0.11833,0.17977
RS,0.04065,0.06481,0.12288,0.20068,0.0304,0.05787,0.11045,0.16092,0.03467,0.06049,0.1157,0.1784


Z
R4,0.00442,0.00538,0.01262,0.01963,0.00425,0.00511,0.01141,0.01747,0.00433,0.00524,0.01198,0.01849
RW,0.08009,0.09668,0.10978,0.12237,0.13336,0.15906,0.17234,0.19016,0.09997,0.12019,0.13407,0.14889
R1,0.22215,0.29748,0.37142,0.4565,0.21361,0.28086,0.33479,0.40691,0.21754,0.28882,0.35211,0.43025
R2,0.02905,0.04453,0.07196,0.1117,0.02772,0.0422,0.06497,0.09954,0.02835,0.04331,0.06828,0.10527
R3,0.0092,0.01128,0.02425,0.03801,0.00875,0.0107,0.0219,0.03385,0.00897,0.01098,0.02301,0.03581
RL,0.1862,0.26358,0.34456,0.43038,0.17922,0.24866,0.31056,0.38364,0.18243,0.25581,0.32664,0.40564
RSU,0.04984,0.08367,0.133,0.19948,0.04615,0.0747,0.10829,0.15874,0.04772,0.0788,0.11932,0.17675
RS,0.04208,0.07889,0.1303,0.19803,0.03886,0.07034,0.10599,0.15749,0.04023,0.07425,0.11683,0.1754


