ROUGE_type,010_r,050_r,100_r,200_r,010_p,050_p,100_p,200_p,010_f,050_f,100_f,200_f
R4,0.00353,0.00153,0.00798,0.0154,0.00954,0.00183,0.00711,0.00808,0.00489,0.00163,0.0073,0.01012
RW,0.08474,0.08845,0.11598,0.15687,0.26716,0.14357,0.13499,0.11518,0.12537,0.10614,0.1186,0.12194
R1,0.15075,0.22325,0.32313,0.45527,0.3048,0.21716,0.22561,0.2041,0.1957,0.21334,0.2537,0.2636
R2,0.03656,0.03751,0.06453,0.10682,0.07982,0.03613,0.0454,0.04862,0.04859,0.03528,0.05079,0.0626
R3,0.00938,0.0085,0.01965,0.03477,0.01856,0.00858,0.01532,0.01704,0.01212,0.00834,0.01651,0.02168
RL,0.13228,0.19553,0.29485,0.42195,0.26802,0.19028,0.20593,0.18973,0.17178,0.18666,0.23144,0.24497
RSU,0.03196,0.04657,0.09306,0.18895,0.12075,0.05367,0.06119,0.05735,0.04602,0.04614,0.06675,0.07686
RS,0.01763,0.0386,0.08635,0.18305,0.07083,0.04506,0.0577,0.05592,0.02527,0.03871,0.06277,0.0749


24
R4,-,0.0094,0.01201,0.01865,-,0.00724,0.00921,0.00911,-,0.0077,0.00958,0.01122
RW,-,0.09675,0.12169,0.15462,-,0.16909,0.15132,0.12753,-,0.1191,0.12882,0.12786
R1,-,0.24053,0.33209,0.44789,-,0.25334,0.24922,0.22611,-,0.23901,0.27328,0.27986
R2,-,0.06098,0.07453,0.11452,-,0.0594,0.05477,0.05525,-,0.05768,0.05997,0.06904
R3,-,0.02271,0.02659,0.04133,-,0.01918,0.01937,0.01956,-,0.01977,0.02086,0.0244
RL,-,0.21056,0.30321,0.41247,-,0.22079,0.22671,0.20888,-,0.20852,0.24879,0.25821
RSU,-,0.05656,0.09769,0.18252,-,0.0733,0.07403,0.069,-,0.05831,0.07705,0.0852
RS,-,0.04819,0.09093,0.17651,-,0.06269,0.07003,0.06726,-,0.04984,0.07265,0.08294


25
R4,0.00212,0.00583,0.00745,0.01246,0.00425,0.00423,0.00436,0.00603,0.00283,0.00446,0.00487,0.00736
RW,0.08471,0.09646,0.11586,0.1489,0.25196,0.14345,0.13446,0.11517,0.12447,0.1127,0.11838,0.11869
R1,0.15215,0.24592,0.32467,0.43145,0.28998,0.21983,0.22759,0.20514,0.19542,0.22738,0.2562,0.2593
R2,0.02956,0.04156,0.05813,0.09182,0.06183,0.03519,0.0386,0.04304,0.03936,0.03673,0.04358,0.05429
R3,0.00586,0.01372,0.01676,0.02824,0.01096,0.01053,0.01033,0.01299,0.00763,0.01115,0.01157,0.01621
RL,0.13465,0.2128,0.28962,0.39827,0.25686,0.19077,0.20335,0.18931,0.17291,0.19684,0.22867,0.2392
RSU,0.03455,0.05999,0.09675,0.17149,0.11103,0.05732,0.06369,0.05889,0.05039,0.05555,0.07006,0.07544
RS,0.01737,0.05149,0.09013,0.16555,0.05986,0.04978,0.06013,0.05738,0.02601,0.048,0.06601,0.07342


26
R4,0.00113,0.002,0.01385,0.01971,0.00094,0.00147,0.00706,0.00784,0.00103,0.00167,0.00874,0.01042
RW,0.08478,0.09181,0.13624,0.16413,0.12669,0.1063,0.12919,0.10937,0.10114,0.09623,0.12662,0.12109
R1,0.16788,0.22847,0.38042,0.47494,0.16337,0.15622,0.21697,0.19247,0.16491,0.18118,0.26537,0.25756
R2,0.02526,0.03336,0.09027,0.12385,0.02374,0.02374,0.04924,0.0489,0.02439,0.02703,0.06071,0.06553
R3,0.00487,0.00595,0.02998,0.0437,0.00464,0.00418,0.01562,0.01685,0.00473,0.00482,0.01925,0.02254
RL,0.13543,0.20453,0.34407,0.44224,0.13122,0.14176,0.19655,0.17982,0.13272,0.16362,0.24039,0.24052
RSU,0.04009,0.04959,0.13091,0.20959,0.03771,0.02844,0.05605,0.05144,0.03833,0.03447,0.07233,0.07352
RS,0.01828,0.0415,0.12387,0.20365,0.01666,0.02384,0.05324,0.0502,0.01722,0.02898,0.0687,0.07173


28
R4,-,0.01208,0.01469,0.02216,-,0.00885,0.00949,0.01079,-,0.00963,0.01071,0.0136
RW,-,0.11783,0.1293,0.16384,-,0.15342,0.14168,0.12087,-,0.12971,0.1288,0.12769
R1,-,0.29687,0.36648,0.47705,-,0.23362,0.24191,0.21448,-,0.25491,0.27941,0.27669
R2,-,0.0735,0.08824,0.12582,-,0.05732,0.05671,0.05669,-,0.06215,0.06546,0.07302
R3,-,0.02709,0.03186,0.04681,-,0.0206,0.02049,0.0217,-,0.0222,0.02333,0.02764
RL,-,0.26129,0.32571,0.43637,-,0.20528,0.21463,0.19768,-,0.22408,0.24795,0.25481
RSU,-,0.08057,0.1207,0.20907,-,0.06195,0.07005,0.06458,-,0.06587,0.08093,0.08616
RS,-,0.07077,0.1138,0.20324,-,0.05498,0.06663,0.06312,-,0.05821,0.07685,0.08415


29
R4,0.0,0.00898,0.01157,0.01442,0.0,0.00657,0.00683,0.00691,0.0,0.0069,0.008,0.00853
RW,0.08506,0.10537,0.12593,0.1525,0.13386,0.15527,0.14189,0.12237,0.10392,0.11876,0.1275,0.12399
R1,0.16607,0.26756,0.35184,0.43721,0.16933,0.23359,0.23583,0.2169,0.16759,0.23679,0.27069,0.27074
R2,0.02612,0.06256,0.0786,0.10276,0.02629,0.05437,0.05092,0.04778,0.02618,0.05364,0.05876,0.05999
R3,0.0,0.0203,0.02779,0.03213,0.0,0.01722,0.01697,0.01503,0.0,0.01677,0.0198,0.01877
RL,0.13547,0.23299,0.31997,0.40432,0.138,0.20434,0.21557,0.19992,0.13664,0.20602,0.24716,0.24963
RSU,0.03974,0.07246,0.10683,0.17478,0.04127,0.0653,0.06458,0.06246,0.0404,0.05888,0.07363,0.07871
RS,0.01484,0.06355,0.09967,0.16924,0.01548,0.05684,0.06105,0.06077,0.01512,0.05144,0.06947,0.07649


3
R4,-,0.01267,0.0149,0.01889,-,0.00951,0.00935,0.01012,-,0.0103,0.01071,0.01187
RW,-,0.11679,0.1271,0.15616,-,0.15609,0.1411,0.1218,-,0.13064,0.12709,0.12404
R1,-,0.29345,0.35618,0.45216,-,0.2358,0.23843,0.21518,-,0.25596,0.27306,0.26991
R2,-,0.07375,0.08396,0.11604,-,0.05788,0.05393,0.05504,-,0.06304,0.06183,0.06818
R3,-,0.02775,0.03067,0.04073,-,0.0213,0.01952,0.02043,-,0.02309,0.02229,0.02458
RL,-,0.26047,0.32226,0.41567,-,0.20879,0.21584,0.19877,-,0.22673,0.247,0.24914
RSU,-,0.07973,0.11571,0.1907,-,0.06214,0.06952,0.06492,-,0.06654,0.07882,0.08104
RS,-,0.07005,0.10882,0.18508,-,0.05488,0.0661,0.06332,-,0.05869,0.07479,0.07895


