ROUGE_type,010_r,050_r,100_r,200_r,010_p,050_p,100_p,200_p,010_f,050_f,100_f,200_f
R4,0.0047,0.00435,0.0109,0.01901,0.01078,0.00092,0.00096,0.00076,0.00609,0.00151,0.00177,0.00146
RW,0.08419,0.16281,0.24235,0.31332,0.24371,0.06377,0.03991,0.02393,0.12159,0.0899,0.0683,0.04441
R1,0.14249,0.31995,0.46838,0.58411,0.27184,0.08183,0.05066,0.02928,0.18156,0.1286,0.09126,0.05573
R2,0.03316,0.06568,0.10899,0.1553,0.06404,0.01572,0.01077,0.00713,0.0423,0.02505,0.01956,0.01362
R3,0.00729,0.01656,0.03054,0.04708,0.0126,0.00343,0.00279,0.00201,0.00876,0.00558,0.0051,0.00385
RL,0.12869,0.27424,0.41888,0.54027,0.24477,0.0704,0.04531,0.02708,0.16364,0.11051,0.08162,0.05155
RSU,0.02509,0.1201,0.22176,0.34839,0.08618,0.00867,0.00285,0.00097,0.0355,0.01574,0.00562,0.00193
RS,0.0123,0.08026,0.17207,0.29992,0.04428,0.00492,0.0019,0.00071,0.01738,0.00906,0.00375,0.00142


24
R4,-,0.01232,0.01678,0.02475,-,0.00288,0.00156,0.00107,-,0.00464,0.00286,0.00205
RW,-,0.1672,0.24826,0.31435,-,0.07428,0.04461,0.02729,-,0.101,0.07537,0.05011
R1,-,0.32957,0.48084,0.5838,-,0.09618,0.05676,0.03322,-,0.14677,0.10135,0.06279
R2,-,0.08859,0.13488,0.17031,-,0.02297,0.01463,0.00881,-,0.03621,0.02634,0.01674
R3,-,0.03068,0.04814,0.06423,-,0.00733,0.00479,0.00299,-,0.01175,0.00869,0.00571
RL,-,0.27785,0.42348,0.53754,-,0.08032,0.04989,0.03055,-,0.12291,0.08911,0.05776
RSU,-,0.12849,0.24391,0.35949,-,0.01195,0.00372,0.00129,-,0.02122,0.00732,0.00257
RS,-,0.08702,0.19513,0.31358,-,0.00699,0.00256,0.00096,-,0.01268,0.00505,0.00192


25
R4,0.00333,0.00438,0.00906,0.01715,0.00605,0.00088,0.00077,0.00068,0.00427,0.00146,0.00142,0.00131
RW,0.09383,0.16975,0.22788,0.28353,0.25237,0.06138,0.03801,0.02291,0.13409,0.0894,0.06476,0.0423
R1,0.1634,0.31657,0.43327,0.54284,0.28974,0.07501,0.04739,0.02864,0.20385,0.1206,0.08508,0.05434
R2,0.0342,0.07096,0.10383,0.14576,0.05996,0.01572,0.01011,0.00705,0.0429,0.02557,0.01837,0.01344
R3,0.0101,0.02033,0.03013,0.04865,0.01741,0.00412,0.00278,0.00214,0.01267,0.0068,0.00507,0.00409
RL,0.14637,0.2807,0.39127,0.49422,0.25854,0.06648,0.04269,0.02618,0.18252,0.10692,0.07668,0.04967
RSU,0.03683,0.12893,0.21216,0.31551,0.09997,0.00796,0.00276,0.00097,0.051,0.01486,0.00544,0.00194
RS,0.0197,0.0909,0.16759,0.26877,0.0551,0.00499,0.00184,0.00071,0.02755,0.00937,0.00363,0.00141


26
R4,0.00121,0.0036,0.01621,0.01823,0.00094,0.00051,0.00113,0.00064,0.00106,0.00089,0.00212,0.00123
RW,0.10333,0.18372,0.26232,0.31724,0.14532,0.05119,0.03611,0.02194,0.11996,0.07946,0.06335,0.04099
R1,0.18923,0.35985,0.51254,0.59873,0.17601,0.06642,0.04632,0.0271,0.18135,0.11156,0.08486,0.05183
R2,0.03592,0.0822,0.13573,0.17294,0.03225,0.01404,0.01114,0.00711,0.03371,0.02378,0.02056,0.01365
R3,0.00684,0.01478,0.03549,0.05266,0.00558,0.00226,0.00269,0.00199,0.00607,0.0039,0.00499,0.00384
RL,0.16362,0.30968,0.45807,0.5516,0.15162,0.05686,0.04124,0.02498,0.15645,0.09559,0.07559,0.04777
RSU,0.04806,0.15195,0.28766,0.3833,0.0416,0.00565,0.00257,0.00087,0.04368,0.01081,0.00509,0.00173
RS,0.02319,0.1102,0.24172,0.33951,0.01959,0.00356,0.00185,0.00065,0.02075,0.00685,0.00368,0.0013


28
R4,-,0.01671,0.02509,0.03102,-,0.00266,0.00196,0.00118,-,0.00458,0.00362,0.00227
RW,-,0.21657,0.26903,0.33195,-,0.06851,0.04202,0.02539,-,0.10358,0.07251,0.04712
R1,-,0.41833,0.53261,0.62915,-,0.08614,0.05458,0.03147,-,0.14244,0.09889,0.0599
R2,-,0.12153,0.15662,0.18874,-,0.02359,0.01457,0.00862,-,0.03936,0.02663,0.01647
R3,-,0.0413,0.05484,0.06962,-,0.00728,0.00468,0.00291,-,0.01234,0.00862,0.00558
RL,-,0.36688,0.46338,0.57413,-,0.07587,0.04744,0.02874,-,0.12537,0.08596,0.05471
RSU,-,0.19483,0.29908,0.41639,-,0.00901,0.00341,0.00114,-,0.01716,0.00674,0.00228
RS,-,0.14907,0.25225,0.37312,-,0.00604,0.00247,0.00087,-,0.01157,0.00488,0.00173


29
R4,0.00107,0.00956,0.01495,0.01905,0.00114,0.00159,0.00124,0.00079,0.00111,0.00273,0.00229,0.00152
RW,0.10883,0.1913,0.24862,0.28654,0.16205,0.06958,0.04013,0.02484,0.12991,0.09911,0.06894,0.04562
R1,0.20809,0.36918,0.48225,0.5402,0.20451,0.08726,0.05091,0.0305,0.20593,0.13761,0.09195,0.05769
R2,0.03322,0.09519,0.11556,0.15336,0.03291,0.02034,0.01118,0.00783,0.03298,0.03292,0.02036,0.01487
R3,0.00407,0.02728,0.03798,0.05039,0.00417,0.00508,0.00343,0.00227,0.00412,0.00849,0.00628,0.00434
RL,0.17347,0.32583,0.42941,0.49648,0.17066,0.077,0.04526,0.02808,0.17175,0.12136,0.08175,0.05309
RSU,0.05327,0.15518,0.23988,0.3206,0.05269,0.00982,0.00293,0.00113,0.0527,0.01734,0.00579,0.00226
RS,0.02303,0.11189,0.18941,0.27536,0.02344,0.00616,0.002,0.00083,0.02312,0.01097,0.00395,0.00166


3
R4,-,0.01541,0.02004,0.02931,-,0.00286,0.00161,0.00114,-,0.0048,0.00297,0.00219
RW,-,0.20444,0.25596,0.3233,-,0.06677,0.0406,0.02638,-,0.09998,0.06988,0.04866
R1,-,0.39032,0.48557,0.60375,-,0.08344,0.05042,0.03221,-,0.13686,0.09121,0.06106
R2,-,0.10767,0.14294,0.1959,-,0.02162,0.01356,0.00953,-,0.03581,0.02472,0.01815
R3,-,0.03943,0.05098,0.07075,-,0.00762,0.00442,0.00312,-,0.01269,0.00812,0.00596
RL,-,0.34505,0.4386,0.55922,-,0.07349,0.04552,0.02986,-,0.12062,0.08234,0.05661
RSU,-,0.17485,0.2631,0.39131,-,0.0086,0.0031,0.00124,-,0.0163,0.00613,0.00248
RS,-,0.12983,0.21682,0.34714,-,0.00554,0.0022,0.00094,-,0.01056,0.00435,0.00187


