ROUGE_type,010_r,050_r,100_r,200_r,010_p,050_p,100_p,200_p,010_f,050_f,100_f,200_f
R4,0.00414,0.00155,0.0055,0.00949,0.00829,0.00207,0.00597,0.0094,0.00553,0.00174,0.0057,0.00942
RW,0.11373,0.07048,0.08844,0.11028,0.31376,0.14276,0.14928,0.16518,0.16333,0.09261,0.11056,0.13194
R1,0.17104,0.14393,0.19874,0.28151,0.33239,0.19335,0.22448,0.28288,0.22034,0.16179,0.20989,0.28168
R2,0.06273,0.03312,0.04558,0.06909,0.13533,0.04461,0.05067,0.06914,0.08293,0.03719,0.0478,0.06899
R3,0.01328,0.00623,0.01308,0.02181,0.02959,0.00786,0.01432,0.02176,0.01755,0.00681,0.01363,0.02174
RL,0.16077,0.12789,0.18705,0.26731,0.30993,0.17277,0.21086,0.26844,0.20664,0.14401,0.19737,0.26738
RSU,0.04524,0.02606,0.03753,0.06975,0.16045,0.04613,0.04774,0.07036,0.06583,0.03102,0.04126,0.06952
RS,0.02675,0.01833,0.03211,0.06607,0.1023,0.0319,0.04095,0.06664,0.03922,0.02162,0.03532,0.06583


24
R4,-,0.00825,0.00807,0.00877,-,0.01334,0.01029,0.01033,-,0.01011,0.00897,0.00947
RW,-,0.08925,0.10045,0.11277,-,0.19776,0.1819,0.18813,-,0.12096,0.12871,0.14055
R1,-,0.17473,0.22752,0.28869,-,0.25564,0.27465,0.32278,-,0.20405,0.2476,0.30396
R2,-,0.05604,0.06079,0.07355,-,0.08292,0.07391,0.0832,-,0.06578,0.06631,0.07787
R3,-,0.01878,0.01925,0.02228,-,0.02948,0.02411,0.02562,-,0.02269,0.02126,0.02377
RL,-,0.16272,0.21247,0.27313,-,0.23793,0.25665,0.30543,-,0.18993,0.23127,0.2876
RSU,-,0.03709,0.0498,0.07306,-,0.07977,0.07347,0.09174,-,0.04816,0.05822,0.08051
RS,-,0.02817,0.04385,0.06932,-,0.0612,0.06522,0.08722,-,0.03678,0.05139,0.07644


25
R4,0.0034,0.00273,0.00425,0.00604,0.00849,0.00323,0.00431,0.00634,0.00485,0.00295,0.00427,0.00617
RW,0.10665,0.08385,0.09097,0.1031,0.28077,0.15172,0.15136,0.16475,0.15073,0.10733,0.11262,0.1264
R1,0.15956,0.16863,0.20474,0.26276,0.29051,0.20244,0.22671,0.2812,0.20026,0.18282,0.21313,0.27074
R2,0.0458,0.03753,0.04283,0.05843,0.1044,0.04558,0.04571,0.06249,0.06268,0.04089,0.04391,0.06017
R3,0.00732,0.00782,0.01064,0.01531,0.01547,0.00937,0.01101,0.01618,0.00992,0.00847,0.01077,0.01569
RL,0.15324,0.15463,0.18989,0.24735,0.2782,0.18625,0.21031,0.26488,0.19229,0.16786,0.19771,0.25493
RSU,0.04358,0.03488,0.04249,0.06118,0.13587,0.05014,0.05131,0.07022,0.06186,0.0402,0.04498,0.06454
RS,0.02149,0.02634,0.03707,0.05769,0.0791,0.03801,0.0446,0.06625,0.03217,0.03038,0.03917,0.06086


26
R4,0.0,0.00132,0.00781,0.01197,0.0,0.00087,0.00615,0.0098,0.0,0.00105,0.00686,0.01074
RW,0.11537,0.10417,0.11559,0.12334,0.12953,0.1086,0.1445,0.15119,0.12034,0.10557,0.12792,0.13543
R1,0.19266,0.21417,0.26273,0.31363,0.15085,0.14759,0.2192,0.25779,0.16742,0.17366,0.23819,0.28227
R2,0.03113,0.04191,0.06755,0.08136,0.02357,0.02894,0.05529,0.06676,0.02642,0.03387,0.06062,0.07315
R3,0.00527,0.00552,0.01835,0.02538,0.00377,0.00366,0.01459,0.02076,0.00429,0.00439,0.01621,0.02278
RL,0.16552,0.19915,0.24737,0.29776,0.12988,0.13748,0.20633,0.24484,0.14389,0.1616,0.22423,0.26804
RSU,0.05412,0.04976,0.06667,0.08824,0.03386,0.02392,0.04583,0.05971,0.04002,0.0316,0.05361,0.07052
RS,0.01739,0.03894,0.06006,0.08431,0.01098,0.0182,0.04092,0.05687,0.01275,0.02431,0.04803,0.06724


28
R4,-,0.01093,0.00977,0.01364,-,0.01049,0.00983,0.01306,-,0.01066,0.00977,0.01331
RW,-,0.10518,0.11058,0.12272,-,0.16427,0.1682,0.17739,-,0.12734,0.13289,0.14468
R1,-,0.21065,0.25205,0.31549,-,0.2193,0.25565,0.30571,-,0.21347,0.253,0.30987
R2,-,0.07025,0.07085,0.08637,-,0.07335,0.07178,0.08345,-,0.07122,0.07107,0.08471
R3,-,0.02416,0.02267,0.02922,-,0.02479,0.02281,0.02805,-,0.02429,0.02266,0.02856
RL,-,0.19219,0.2346,0.29752,-,0.20014,0.23798,0.28826,-,0.19481,0.23551,0.2922
RSU,-,0.05226,0.05949,0.08664,-,0.05707,0.06142,0.08149,-,0.05321,0.05964,0.08327
RS,-,0.04184,0.053,0.08266,-,0.04577,0.05476,0.0777,-,0.04258,0.05313,0.07942


29
R4,0.0,0.00587,0.00789,0.00545,0.0,0.00612,0.00837,0.00644,0.0,0.00597,0.00809,0.00589
RW,0.14809,0.09519,0.09829,0.09976,0.14043,0.18396,0.16504,0.17599,0.14295,0.12085,0.1224,0.12692
R1,0.24636,0.19419,0.22062,0.25449,0.16462,0.24407,0.24749,0.30067,0.19626,0.20782,0.23188,0.27468
R2,0.04879,0.05688,0.05553,0.05881,0.02884,0.07196,0.06116,0.06937,0.03589,0.06092,0.05791,0.06345
R3,0.00206,0.01657,0.01796,0.01648,0.00103,0.0185,0.01938,0.01943,0.00138,0.01725,0.01856,0.01778
RL,0.21688,0.17828,0.20724,0.24018,0.14401,0.22486,0.23251,0.28372,0.17209,0.19098,0.21784,0.25922
RSU,0.0892,0.04543,0.04543,0.05528,0.04045,0.0703,0.05661,0.07729,0.05446,0.04917,0.04939,0.06361
RS,0.03814,0.03591,0.03946,0.05183,0.01514,0.0544,0.04918,0.07266,0.02107,0.03856,0.0429,0.05969


3
R4,-,0.00816,0.01046,0.0105,-,0.0085,0.01105,0.01262,-,0.00829,0.01072,0.01118
RW,-,0.10617,0.10971,0.1157,-,0.16771,0.17091,0.18022,-,0.12919,0.13315,0.13975
R1,-,0.2144,0.2501,0.29252,-,0.22463,0.25979,0.3049,-,0.21804,0.25393,0.29632
R2,-,0.06746,0.06892,0.07699,-,0.0713,0.07132,0.08223,-,0.06891,0.06985,0.07865
R3,-,0.02104,0.02351,0.02461,-,0.02215,0.0245,0.02755,-,0.02147,0.02391,0.02556
RL,-,0.19651,0.23282,0.27782,-,0.20615,0.24198,0.28939,-,0.20001,0.23645,0.28136
RSU,-,0.05272,0.06041,0.07708,-,0.05712,0.06584,0.08395,-,0.05371,0.06215,0.07809
RS,-,0.0421,0.05399,0.07334,-,0.04527,0.05896,0.07982,-,0.04275,0.05557,0.07426
