ROUGE_type,050_r,100_r,200_r,400_r,050_p,100_p,200_p,400_p,050_f,100_f,200_f,400_f
RS,0.04246,0.05331,0.08775,0.10776,0.04225,0.04373,0.03052,0.02524,0.03838,0.04674,0.04299,0.03623


S
R4,0.01015,0.01332,0.02011,0.02676,0.01708,0.01427,0.01056,0.00716,0.0126,0.01369,0.01382,0.01125
RW,0.06943,0.08908,0.13203,0.17744,0.13737,0.13944,0.10941,0.07497,0.09068,0.10792,0.11906,0.10493
R1,0.14141,0.20261,0.3231,0.42917,0.1783,0.20667,0.17372,0.11785,0.15501,0.20322,0.22506,0.18433
R2,0.03914,0.05225,0.08625,0.11677,0.0516,0.05381,0.04595,0.03171,0.04366,0.0526,0.05971,0.04969
R3,0.01513,0.02121,0.03293,0.04632,0.02256,0.02215,0.01729,0.01233,0.01775,0.02152,0.02263,0.01942
RL,0.12431,0.18423,0.29621,0.40578,0.15891,0.18801,0.15921,0.11144,0.13712,0.18482,0.20628,0.1743
RSU,0.02882,0.04135,0.09818,0.17116,0.04824,0.04473,0.0291,0.01371,0.03377,0.04181,0.04413,0.02505
RS,0.02,0.03501,0.09076,0.16272,0.0347,0.03809,0.02651,0.01277,0.02349,0.03546,0.04031,0.02337


T
R4,0.01031,0.01231,0.01424,0.0203,0.00996,0.01182,0.00801,0.0058,0.01011,0.01203,0.01023,0.009
RW,0.11639,0.10899,0.139,0.18334,0.16775,0.15647,0.11906,0.08243,0.13658,0.12818,0.12793,0.11337
R1,0.23955,0.24869,0.32872,0.44331,0.22206,0.23256,0.18268,0.12973,0.22917,0.23984,0.23438,0.20029
R2,0.06687,0.06616,0.08471,0.11825,0.06155,0.06165,0.04668,0.03425,0.06379,0.06367,0.06007,0.05299
R3,0.02177,0.0251,0.03204,0.04256,0.02072,0.02356,0.01762,0.01215,0.02115,0.02423,0.02269,0.01887
RL,0.21792,0.23075,0.31197,0.4198,0.20318,0.21595,0.17353,0.12282,0.2091,0.22263,0.22257,0.18963
RSU,0.07246,0.06071,0.10451,0.18222,0.06181,0.05311,0.0326,0.01622,0.0655,0.05617,0.04937,0.0296
RS,0.05934,0.05325,0.09707,0.17359,0.05001,0.04639,0.02982,0.01512,0.0533,0.04914,0.04532,0.02764


U
R4,0.0,0.00068,0.00142,0.00525,0.0,0.00065,0.00079,0.00144,0.0,0.00066,0.00102,0.00225
RW,0.07473,0.07324,0.10379,0.14046,0.11482,0.10846,0.09375,0.06342,0.08995,0.0872,0.09803,0.08704
R1,0.1415,0.16006,0.24342,0.34351,0.14268,0.1547,0.14216,0.10088,0.14129,0.157,0.17881,0.15554
R2,0.02475,0.02577,0.03797,0.05485,0.02429,0.02476,0.0221,0.01589,0.02438,0.0252,0.02785,0.02457
R3,0.0033,0.00387,0.00597,0.01031,0.00297,0.00369,0.00342,0.00289,0.00312,0.00376,0.00434,0.00451
RL,0.13431,0.15167,0.2329,0.32487,0.13569,0.14672,0.13623,0.09542,0.13424,0.14883,0.17125,0.14713
RSU,0.02677,0.02734,0.05743,0.10926,0.02731,0.02586,0.02007,0.00984,0.02651,0.02638,0.02931,0.01791
RS,0.01759,0.02213,0.05121,0.10158,0.01775,0.02094,0.01767,0.00896,0.01732,0.02135,0.02587,0.01634


W
R4,0.0,0.0,0.00249,0.00389,0.0,0.0,0.00144,0.00114,0.0,0.0,0.00182,0.00175
RW,0.03844,0.0544,0.08668,0.13684,0.08742,0.10395,0.08513,0.06769,0.05039,0.06875,0.08388,0.08978
R1,0.06915,0.11859,0.20623,0.33248,0.09927,0.14422,0.13088,0.10689,0.0767,0.12537,0.15663,0.16065
R2,0.00749,0.01196,0.02673,0.05541,0.01317,0.01526,0.01661,0.01748,0.00906,0.01302,0.02028,0.02637
R3,0.00041,0.00087,0.00438,0.01296,0.00033,0.00087,0.00258,0.00402,0.00037,0.00087,0.00324,0.00609
RL,0.0641,0.10986,0.19422,0.31445,0.0936,0.13492,0.12314,0.10096,0.07146,0.11643,0.1474,0.1518
RSU,0.0093,0.01665,0.04213,0.10071,0.02268,0.02559,0.01743,0.01123,0.01091,0.01807,0.02273,0.01975
RS,0.00471,0.0127,0.03673,0.09311,0.01011,0.01846,0.01478,0.01021,0.0055,0.01375,0.01953,0.01797


Y
R4,0.00047,0.00069,0.00826,0.01298,0.00036,0.00052,0.0041,0.00346,0.00041,0.00059,0.00547,0.00543
RW,0.10554,0.10753,0.13245,0.17659,0.11726,0.13586,0.11,0.0731,0.11065,0.11956,0.11968,0.10298
R1,0.20893,0.24413,0.31565,0.42977,0.15147,0.20124,0.17037,0.11557,0.17513,0.21985,0.22051,0.18161
R2,0.0414,0.04172,0.06372,0.1059,0.02986,0.03387,0.03341,0.02828,0.03459,0.03727,0.04369,0.04447
R3,0.0042,0.0049,0.01775,0.03222,0.00303,0.00399,0.00903,0.0085,0.00351,0.00438,0.01194,0.0134
RL,0.20002,0.23142,0.29894,0.4071,0.14527,0.19085,0.16128,0.10944,0.16784,0.20845,0.20878,0.17198
RSU,0.04979,0.05796,0.09169,0.16913,0.02697,0.03908,0.02704,0.01294,0.03469,0.04605,0.04122,0.02377
RS,0.03744,0.05061,0.08425,0.16055,0.01998,0.03375,0.02445,0.01203,0.02584,0.03994,0.0374,0.02213


Z
R4,0.00137,0.00274,0.00584,0.0094,0.00124,0.00267,0.00311,0.00241,0.0013,0.0027,0.00405,0.00382
RW,0.07392,0.08509,0.11968,0.16428,0.10981,0.12325,0.09974,0.06983,0.08785,0.1004,0.1085,0.09757
R1,0.15491,0.19197,0.28618,0.40108,0.1499,0.18122,0.15481,0.11098,0.15136,0.18595,0.2005,0.17334
R2,0.02569,0.03739,0.06068,0.09635,0.02436,0.03518,0.03231,0.02614,0.02478,0.03614,0.04207,0.04097
R3,0.00539,0.00872,0.01663,0.02676,0.00484,0.0084,0.00885,0.00705,0.00508,0.00854,0.01153,0.01111
RL,0.1359,0.17596,0.26677,0.37888,0.13193,0.16615,0.14409,0.10467,0.133,0.17048,0.18672,0.16354
RSU,0.03371,0.03961,0.08263,0.16002,0.03298,0.03559,0.02486,0.01315,0.03243,0.03708,0.03792,0.02402
RS,0.02437,0.03358,0.07579,0.15198,0.024,0.03012,0.0225,0.01225,0.02345,0.03138,0.03442,0.02241


