ROUGE_type,010_r,050_r,100_r,200_r,010_p,050_p,100_p,200_p,010_f,050_f,100_f,200_f
R4,0.01015,0.00063,0.00363,0.00671,0.01899,0.00068,0.0021,0.00177,0.01314,0.00065,0.00265,0.00279
RW,0.12477,0.0767,0.12807,0.19348,0.34615,0.15119,0.11355,0.07837,0.17847,0.09993,0.11961,0.11126
R1,0.19114,0.15178,0.26602,0.41075,0.37223,0.19911,0.15817,0.11191,0.24489,0.16884,0.19727,0.17555
R2,0.06217,0.03629,0.06254,0.10077,0.13323,0.04673,0.03678,0.02693,0.08097,0.03997,0.04608,0.04241
R3,0.0163,0.00657,0.0153,0.02444,0.02667,0.00757,0.00896,0.00644,0.02001,0.00698,0.01124,0.01017
RL,0.17605,0.13726,0.24652,0.38592,0.34281,0.18038,0.14654,0.10507,0.22547,0.15269,0.18276,0.16484
RSU,0.05089,0.02768,0.06886,0.15104,0.18483,0.04544,0.02461,0.01153,0.07271,0.032,0.0356,0.02136
RS,0.0291,0.0194,0.05617,0.1341,0.11324,0.03077,0.01952,0.0098,0.0419,0.02208,0.02843,0.01821


24
R4,-,0.00164,0.00467,0.00705,-,0.00258,0.00271,0.00202,-,0.002,0.00341,0.00314
RW,-,0.08659,0.13816,0.19308,-,0.18967,0.13025,0.08675,-,0.11701,0.13321,0.11929
R1,-,0.16719,0.28887,0.41489,-,0.24604,0.18337,0.12571,-,0.19552,0.22306,0.19243
R2,-,0.04153,0.0686,0.10171,-,0.06214,0.0431,0.03022,-,0.0489,0.05261,0.04647
R3,-,0.00823,0.01595,0.02512,-,0.01393,0.00978,0.00722,-,0.01014,0.01205,0.01119
RL,-,0.15463,0.26658,0.38615,-,0.22805,0.1691,0.11687,-,0.18088,0.20574,0.17894
RSU,-,0.03239,0.08076,0.16125,-,0.07201,0.03347,0.0153,-,0.04216,0.04637,0.02783
RS,-,0.02351,0.06726,0.14472,-,0.05316,0.02731,0.01317,-,0.03074,0.03803,0.02404


25
R4,0.00766,0.00187,0.00184,0.00264,0.01417,0.00235,0.00113,0.00072,0.00972,0.00208,0.00139,0.00112
RW,0.11009,0.08868,0.12387,0.17398,0.30398,0.15621,0.10839,0.07468,0.15653,0.11212,0.11425,0.10408
R1,0.1672,0.17762,0.26269,0.37281,0.31677,0.21024,0.15458,0.1077,0.21129,0.19083,0.19245,0.16656
R2,0.04695,0.03429,0.05663,0.08639,0.11147,0.04123,0.03273,0.02457,0.0641,0.03713,0.04101,0.0381
R3,0.01243,0.00604,0.00939,0.01618,0.02185,0.00717,0.00555,0.00444,0.01559,0.00653,0.00688,0.00695
RL,0.15871,0.15999,0.23598,0.34217,0.30304,0.18981,0.13893,0.09882,0.2012,0.17209,0.17294,0.15284
RSU,0.04746,0.0366,0.0685,0.1299,0.14249,0.05103,0.02437,0.01116,0.06549,0.04121,0.0345,0.02042
RS,0.02392,0.0274,0.05582,0.11397,0.0853,0.03845,0.01927,0.00937,0.03415,0.03086,0.02748,0.0172


26
R4,0.0,0.00094,0.00467,0.00556,0.0,0.00066,0.00178,0.00111,0.0,0.00078,0.00257,0.00184
RW,0.13126,0.11028,0.15269,0.20094,0.14287,0.11334,0.10028,0.06634,0.13436,0.11077,0.12054,0.09949
R1,0.2119,0.22492,0.32137,0.436,0.16349,0.15534,0.14189,0.0968,0.1819,0.18219,0.19612,0.15812
R2,0.03741,0.03668,0.08313,0.11279,0.02417,0.02565,0.0357,0.02436,0.0287,0.0297,0.04975,0.03998
R3,0.00561,0.00461,0.01871,0.02391,0.00377,0.00307,0.00753,0.00495,0.00433,0.00367,0.01071,0.00819
RL,0.18912,0.21001,0.29633,0.40127,0.14548,0.14532,0.13069,0.08917,0.16204,0.17025,0.18072,0.14563
RSU,0.06731,0.05258,0.1027,0.18103,0.03961,0.02515,0.02035,0.00914,0.04741,0.03319,0.03362,0.01735
RS,0.02891,0.04111,0.08869,0.16453,0.01612,0.01907,0.01696,0.00791,0.01931,0.02551,0.02817,0.01506


28
R4,-,0.00389,0.00573,0.01013,-,0.00369,0.00289,0.00243,-,0.00375,0.00383,0.00391
RW,-,0.1102,0.15237,0.20114,-,0.16939,0.12066,0.07855,-,0.1325,0.13414,0.11267
R1,-,0.22242,0.32691,0.43978,-,0.22979,0.17413,0.1154,-,0.22428,0.22644,0.18244
R2,-,0.0627,0.08959,0.11959,-,0.06534,0.04702,0.03073,-,0.06338,0.06145,0.04879
R3,-,0.01634,0.02211,0.03089,-,0.01702,0.01129,0.00769,-,0.01647,0.01489,0.01228
RL,-,0.20245,0.29604,0.40345,-,0.20965,0.15772,0.10582,-,0.20436,0.20509,0.16731
RSU,-,0.05105,0.10016,0.17926,-,0.05533,0.02895,0.01272,-,0.05145,0.04444,0.02368
RS,-,0.03967,0.08541,0.16231,-,0.04316,0.024,0.01101,-,0.03996,0.03706,0.02057


29
R4,0.0,0.00382,0.00697,0.00908,0.0,0.00398,0.0035,0.00262,0.0,0.00386,0.00464,0.00404
RW,0.15525,0.09545,0.13342,0.18042,0.14621,0.18513,0.11773,0.08646,0.14944,0.12083,0.12431,0.11637
R1,0.26508,0.18906,0.28001,0.38861,0.17656,0.24281,0.16596,0.12522,0.2108,0.20352,0.20724,0.18863
R2,0.04842,0.0498,0.06885,0.09481,0.02857,0.06417,0.03963,0.02976,0.03574,0.05365,0.05002,0.04512
R3,0.00367,0.01282,0.01907,0.02624,0.00206,0.01491,0.01019,0.00783,0.00264,0.01346,0.01322,0.01201
RL,0.22999,0.17263,0.259,0.35893,0.15212,0.22318,0.15319,0.11559,0.18211,0.18623,0.19145,0.17417
RSU,0.0985,0.0397,0.0731,0.13507,0.04447,0.06886,0.02573,0.01463,0.06034,0.04373,0.03739,0.02619
RS,0.04502,0.02989,0.05952,0.11849,0.01803,0.05234,0.02028,0.01235,0.02537,0.03272,0.02973,0.02218


3
R4,-,0.00426,0.00627,0.0093,-,0.00447,0.00321,0.00239,-,0.00434,0.00422,0.00379
RW,-,0.10001,0.14043,0.19057,-,0.15559,0.11434,0.07997,-,0.12096,0.12559,0.11174
R1,-,0.19905,0.29298,0.40909,-,0.20883,0.1606,0.11543,-,0.20251,0.20678,0.17894
R2,-,0.05448,0.07689,0.11619,-,0.05797,0.04132,0.03198,-,0.05573,0.05355,0.04989
R3,-,0.01359,0.02057,0.03134,-,0.01436,0.01067,0.0084,-,0.01387,0.01399,0.01319
RL,-,0.18023,0.26909,0.38024,-,0.18883,0.14743,0.10714,-,0.18328,0.18984,0.16617
RSU,-,0.04266,0.08537,0.16118,-,0.04694,0.0263,0.01328,-,0.0436,0.03981,0.02423
RS,-,0.03228,0.07181,0.14504,-,0.03537,0.02157,0.01139,-,0.03289,0.03282,0.02088
