ROUGE_type,010_r,050_r,100_r,200_r,010_p,050_p,100_p,200_p,010_f,050_f,100_f,200_f
R2,-,0.07128,0.06254,0.08475,-,0.0218,0.03678,0.04456,-,0.03242,0.04608,0.0583
R3,-,0.01404,0.0153,0.02288,-,0.00274,0.00896,0.01197,-,0.00451,0.01124,0.01568
RL,-,0.25859,0.24652,0.32841,-,0.09028,0.14654,0.1736,-,0.13068,0.18276,0.22673
RSU,-,0.11637,0.06886,0.10878,-,0.01522,0.02461,0.03098,-,0.0255,0.0356,0.04795
RS,-,0.07055,0.05617,0.10068,-,0.00746,0.01952,0.02827,-,0.0129,0.02843,0.04388


24
R4,-,0.00843,0.00467,0.00766,-,0.00314,0.00271,0.00457,-,0.00455,0.00341,0.00571
RW,-,0.18605,0.13816,0.14547,-,0.10236,0.13025,0.12825,-,0.12837,0.13321,0.13584
R1,-,0.31013,0.28887,0.34988,-,0.11806,0.18337,0.20509,-,0.16734,0.22306,0.25791
R2,-,0.09895,0.0686,0.08462,-,0.03196,0.0431,0.04955,-,0.04743,0.05261,0.06234
R3,-,0.03072,0.01595,0.02286,-,0.0097,0.00978,0.01347,-,0.01437,0.01205,0.01691
RL,-,0.2837,0.26658,0.32421,-,0.10759,0.1691,0.19,-,0.15267,0.20574,0.23895
RSU,-,0.13293,0.08076,0.10935,-,0.02097,0.03347,0.03816,-,0.03426,0.04637,0.05609
RS,-,0.08263,0.06726,0.1014,-,0.01096,0.02731,0.03492,-,0.01863,0.03803,0.05149


25
R4,-,0.00891,0.00184,0.00512,-,0.00247,0.00113,0.00273,-,0.00385,0.00139,0.00356
RW,-,0.17698,0.12387,0.13157,-,0.07851,0.10839,0.11125,-,0.10657,0.11425,0.12006
R1,-,0.28184,0.26269,0.31439,-,0.08716,0.15458,0.17637,-,0.13128,0.19245,0.22515
R2,-,0.08495,0.05663,0.0691,-,0.0242,0.03273,0.03833,-,0.03698,0.04101,0.04913
R3,-,0.02611,0.00939,0.01723,-,0.00666,0.00555,0.00935,-,0.01039,0.00688,0.0121
RL,-,0.26696,0.23598,0.28997,-,0.08237,0.13893,0.16277,-,0.12407,0.17294,0.20774
RSU,-,0.12274,0.0685,0.09156,-,0.01313,0.02437,0.0292,-,0.02307,0.0345,0.04376
RS,-,0.08033,0.05582,0.08418,-,0.00754,0.01927,0.02645,-,0.01343,0.02748,0.03978


26
R4,-,0.0,0.00467,0.01036,-,0.0,0.00178,0.00423,-,0.0,0.00257,0.006
RW,-,0.20749,0.15269,0.15581,-,0.05345,0.10028,0.10083,-,0.08355,0.12054,0.12209
R1,-,0.35182,0.32137,0.38011,-,0.06403,0.14189,0.16344,-,0.1068,0.19612,0.2281
R2,-,0.08957,0.08313,0.09624,-,0.0147,0.0357,0.04089,-,0.02455,0.04975,0.05727
R3,-,0.01121,0.01871,0.02549,-,0.00148,0.00753,0.01059,-,0.00261,0.01071,0.01494
RL,-,0.32,0.29633,0.35259,-,0.05752,0.13069,0.15176,-,0.09624,0.18072,0.21173
RSU,-,0.15763,0.1027,0.13404,-,0.00598,0.02035,0.02506,-,0.01115,0.03362,0.04198
RS,-,0.10424,0.08869,0.12589,-,0.00336,0.01696,0.0231,-,0.0063,0.02817,0.03881


28
R4,-,0.01109,0.00573,0.01114,-,0.00248,0.00289,0.00549,-,0.00403,0.00383,0.00734
RW,-,0.2335,0.15237,0.15476,-,0.08925,0.12066,0.11873,-,0.12763,0.13414,0.13403
R1,-,0.39819,0.32691,0.37675,-,0.10546,0.17413,0.19177,-,0.1655,0.22644,0.2537
R2,-,0.13471,0.08959,0.09892,-,0.03237,0.04702,0.04983,-,0.05161,0.06145,0.06615
R3,-,0.03666,0.02211,0.02902,-,0.00784,0.01129,0.01448,-,0.01271,0.01489,0.01928
RL,-,0.35923,0.29604,0.34657,-,0.09529,0.15772,0.17658,-,0.14946,0.20509,0.23353
RSU,-,0.1889,0.10016,0.12885,-,0.0145,0.02895,0.03403,-,0.0266,0.04444,0.05354
RS,-,0.13181,0.08541,0.12065,-,0.00862,0.024,0.03139,-,0.01598,0.03706,0.04954


29
R4,-,0.00723,0.00697,0.00667,-,0.00151,0.0035,0.00414,-,0.00249,0.00464,0.00508
RW,-,0.20843,0.13342,0.13776,-,0.10189,0.11773,0.12914,-,0.12942,0.12431,0.13257
R1,-,0.35203,0.28001,0.32844,-,0.11882,0.16596,0.20452,-,0.16859,0.20724,0.25081
R2,-,0.11127,0.06885,0.07543,-,0.03066,0.03963,0.04677,-,0.04681,0.05002,0.05749
R3,-,0.02914,0.01907,0.01892,-,0.0063,0.01019,0.0118,-,0.01018,0.01322,0.01447
RL,-,0.32304,0.259,0.30656,-,0.10946,0.15319,0.19073,-,0.15498,0.19145,0.23399
RSU,-,0.15654,0.0731,0.09282,-,0.02117,0.02573,0.03688,-,0.03078,0.03739,0.0519
RS,-,0.1027,0.05952,0.08503,-,0.01247,0.02028,0.03341,-,0.01747,0.02973,0.04715


3
R4,-,0.01327,0.00627,0.00973,-,0.00302,0.00321,0.0054,-,0.00489,0.00422,0.0069
RW,-,0.22115,0.14043,0.14692,-,0.08726,0.11434,0.12153,-,0.12369,0.12559,0.13189
R1,-,0.36163,0.29298,0.35048,-,0.09945,0.1606,0.19216,-,0.15474,0.20678,0.24653
R2,-,0.12425,0.07689,0.09226,-,0.03111,0.04132,0.05071,-,0.04926,0.05355,0.06493
R3,-,0.04201,0.02057,0.02687,-,0.00949,0.01067,0.01481,-,0.01531,0.01399,0.01896
RL,-,0.33819,0.26909,0.32688,-,0.09233,0.14743,0.17922,-,0.14391,0.18984,0.22993
RSU,-,0.16973,0.08537,0.11379,-,0.01395,0.0263,0.03518,-,0.02547,0.03981,0.05243
RS,-,0.11594,0.07181,0.10595,-,0.00812,0.02157,0.03226,-,0.01499,0.03282,0.04826
