ROUGE_type,050_r,100_r,200_r,400_r,050_p,100_p,200_p,400_p,050_f,100_f,200_f,400_f
RS,0.03247,0.06408,0.10871,0.12893,0.03164,0.01987,0.00992,0.00782,0.02987,0.02935,0.01795,0.01439


S
R4,0.00247,0.00495,0.01057,0.02141,0.00424,0.00285,0.00267,0.00275,0.00312,0.00361,0.00426,0.00488
RW,0.06561,0.1078,0.16471,0.21369,0.12607,0.10072,0.06895,0.04519,0.08506,0.1033,0.09693,0.0745
R1,0.13636,0.23054,0.36559,0.46854,0.17141,0.14151,0.1002,0.06485,0.14946,0.17416,0.15695,0.11384
R2,0.02724,0.04941,0.08962,0.1218,0.03423,0.02942,0.02381,0.01631,0.0298,0.03664,0.03755,0.02876
R3,0.00718,0.01317,0.02402,0.04177,0.00966,0.00752,0.00621,0.00548,0.00804,0.00956,0.00985,0.00969
RL,0.11703,0.20591,0.33203,0.43932,0.1469,0.12636,0.09096,0.06071,0.12814,0.15552,0.1425,0.1066
RSU,0.02507,0.05819,0.13329,0.21448,0.03904,0.02276,0.01028,0.00428,0.02875,0.03193,0.01902,0.00839
RS,0.01634,0.04666,0.11791,0.1977,0.02516,0.01783,0.00868,0.00374,0.01851,0.02515,0.01611,0.00734


T
R4,0.01058,0.01525,0.01879,0.01997,0.01024,0.00871,0.00506,0.00276,0.01038,0.01101,0.00795,0.00484
RW,0.11602,0.1384,0.17656,0.2166,0.16498,0.12005,0.07641,0.04913,0.13539,0.12806,0.10638,0.07994
R1,0.22717,0.28547,0.37654,0.47368,0.21008,0.16201,0.10697,0.07041,0.2169,0.20602,0.16632,0.12247
R2,0.061,0.07641,0.09643,0.12432,0.05557,0.04258,0.02656,0.01798,0.05784,0.05446,0.04158,0.03138
R3,0.02088,0.02824,0.03545,0.04252,0.01959,0.01592,0.00965,0.00604,0.02012,0.02025,0.01514,0.01057
RL,0.21335,0.26773,0.35385,0.43998,0.19776,0.15189,0.10054,0.06536,0.20396,0.19318,0.15632,0.11369
RSU,0.065,0.0883,0.14727,0.22293,0.05564,0.02888,0.01224,0.00515,0.05861,0.043,0.02254,0.01005
RS,0.05249,0.07511,0.13216,0.2063,0.04449,0.02386,0.0105,0.00452,0.04703,0.03576,0.01941,0.00884


U
R4,0.0,0.00035,0.00167,0.00209,0.0,0.00019,0.00041,0.00027,0.0,0.00025,0.00066,0.00048
RW,0.07836,0.09099,0.13542,0.17396,0.11982,0.08122,0.06158,0.03921,0.09414,0.08553,0.08423,0.06384
R1,0.15366,0.18574,0.28251,0.37668,0.15465,0.10868,0.08394,0.05554,0.15326,0.13687,0.12903,0.09669
R2,0.02237,0.02908,0.04868,0.06415,0.0217,0.01674,0.01404,0.00915,0.02191,0.02121,0.02173,0.016
R3,0.00289,0.00367,0.0082,0.01021,0.00265,0.00211,0.00226,0.0014,0.00276,0.00267,0.00354,0.00245
RL,0.14275,0.17603,0.27061,0.35866,0.14406,0.10286,0.08041,0.05288,0.14256,0.12961,0.12361,0.09207
RSU,0.0295,0.04037,0.08453,0.1421,0.0298,0.01423,0.00768,0.00319,0.02904,0.02092,0.01401,0.00623
RS,0.01985,0.03096,0.07142,0.12676,0.01983,0.01067,0.0062,0.00269,0.0194,0.01578,0.01135,0.00526


W
R4,0.00046,0.00088,0.00126,0.00669,0.00186,0.0008,0.00037,0.00089,0.00074,0.0008,0.00057,0.00156
RW,0.04236,0.07076,0.11186,0.1733,0.09654,0.07966,0.05495,0.04272,0.05599,0.07233,0.07187,0.0682
R1,0.0768,0.14499,0.23798,0.3737,0.11183,0.10439,0.0764,0.06056,0.0864,0.11752,0.11332,0.10388
R2,0.01107,0.01641,0.02858,0.07157,0.02133,0.01246,0.00876,0.01108,0.01366,0.01375,0.01335,0.01914
R3,0.00133,0.00201,0.00275,0.0198,0.00351,0.00177,0.00084,0.00287,0.00177,0.00181,0.00128,0.005
RL,0.07201,0.13441,0.22156,0.35609,0.10644,0.09774,0.07094,0.05768,0.08141,0.1094,0.10537,0.09895
RSU,0.0107,0.02525,0.06009,0.13788,0.02871,0.01421,0.00657,0.00378,0.01326,0.01626,0.01112,0.00733
RS,0.00587,0.01755,0.0483,0.1222,0.01734,0.00951,0.00494,0.00317,0.00748,0.01115,0.00849,0.00616


Y
R4,0.00051,0.00043,0.00634,0.01421,0.0004,0.0002,0.00154,0.00178,0.00045,0.00028,0.00248,0.00317
RW,0.1075,0.12982,0.16863,0.21774,0.11774,0.09904,0.0712,0.0451,0.11185,0.11182,0.09985,0.07461
R1,0.21442,0.27853,0.36087,0.472,0.15366,0.13901,0.09972,0.06399,0.17834,0.18489,0.156,0.1126
R2,0.03733,0.04875,0.0759,0.118,0.02738,0.02368,0.0201,0.01553,0.03149,0.0318,0.03174,0.02742
R3,0.00417,0.00479,0.01666,0.03422,0.00305,0.00231,0.00418,0.00439,0.00352,0.00311,0.00668,0.00777
RL,0.20217,0.26027,0.34145,0.44606,0.14537,0.1299,0.09429,0.06041,0.16847,0.17277,0.14753,0.10633
RSU,0.05199,0.07927,0.13025,0.21561,0.02696,0.01995,0.01018,0.0041,0.03511,0.03158,0.01884,0.00803
RS,0.03927,0.06607,0.11515,0.19873,0.01987,0.01603,0.00859,0.00358,0.02611,0.02555,0.01595,0.00702


Z
R4,0.00185,0.00532,0.00866,0.0141,0.00181,0.00303,0.00225,0.00175,0.00183,0.00385,0.00357,0.00311
RW,0.0768,0.1032,0.1476,0.20328,0.11298,0.09053,0.06208,0.04312,0.09082,0.09605,0.08715,0.07099
R1,0.15396,0.21479,0.31577,0.43732,0.14713,0.12316,0.08698,0.06093,0.14946,0.15609,0.13617,0.10684
R2,0.02355,0.04107,0.06913,0.11244,0.02261,0.0232,0.01843,0.01505,0.02289,0.02957,0.02905,0.02651
R3,0.00626,0.01147,0.02186,0.0351,0.00614,0.00661,0.00575,0.00451,0.00618,0.00836,0.00909,0.00798
RL,0.13838,0.19876,0.29385,0.41422,0.13321,0.11401,0.08095,0.05772,0.13481,0.14447,0.12672,0.1012
RSU,0.03263,0.05478,0.11437,0.20299,0.02963,0.01831,0.00888,0.00406,0.03025,0.0272,0.01644,0.00796
RS,0.02331,0.04428,0.10086,0.18736,0.02074,0.0144,0.00747,0.00355,0.02134,0.02154,0.01388,0.00696


