ROUGE_type,010_r,050_r,100_r,200_r,010_p,050_p,100_p,200_p,010_f,050_f,100_f,200_f
R4,0.00474,0.00063,0.00372,0.00949,0.00829,0.00068,0.00422,0.0094,0.00603,0.00065,0.00394,0.00942
RW,0.10826,0.0767,0.09141,0.11028,0.33365,0.15119,0.15486,0.16518,0.15906,0.09993,0.11443,0.13194
R1,0.16172,0.15178,0.20751,0.28151,0.35058,0.19911,0.23391,0.28288,0.21518,0.16884,0.21893,0.28168
R2,0.04546,0.03629,0.04569,0.06909,0.10708,0.04673,0.05161,0.06914,0.06046,0.03997,0.04826,0.06899
R3,0.00727,0.00657,0.01108,0.02181,0.01004,0.00757,0.01262,0.02176,0.00838,0.00698,0.01175,0.02174
RL,0.15345,0.13726,0.19361,0.26731,0.33215,0.18038,0.21788,0.26844,0.20404,0.15269,0.20412,0.26738
RSU,0.03319,0.02768,0.03979,0.06975,0.15031,0.04544,0.05067,0.07036,0.04937,0.032,0.04383,0.06952
RS,0.01779,0.0194,0.03413,0.06607,0.08001,0.03077,0.04358,0.06664,0.02607,0.02208,0.03763,0.06583


24
R4,-,0.00164,0.00466,0.00877,-,0.00258,0.00575,0.01033,-,0.002,0.00512,0.00947
RW,-,0.08659,0.09924,0.11277,-,0.18967,0.1796,0.18813,-,0.11701,0.12717,0.14055
R1,-,0.16719,0.22343,0.28869,-,0.24604,0.26943,0.32278,-,0.19552,0.24302,0.30396
R2,-,0.04153,0.05208,0.07355,-,0.06214,0.06342,0.0832,-,0.0489,0.0569,0.07787
R3,-,0.00823,0.01289,0.02228,-,0.01393,0.01593,0.02562,-,0.01014,0.01417,0.02377
RL,-,0.15463,0.20785,0.27313,-,0.22805,0.25053,0.30543,-,0.18088,0.22602,0.2876
RSU,-,0.03239,0.04699,0.07306,-,0.07201,0.06899,0.09174,-,0.04216,0.0548,0.08051
RS,-,0.02351,0.04106,0.06932,-,0.05316,0.06073,0.08722,-,0.03074,0.04799,0.07644


25
R4,0.00433,0.00187,0.00347,0.00604,0.01075,0.00235,0.00368,0.00634,0.00605,0.00208,0.00356,0.00617
RW,0.10804,0.08868,0.09181,0.1031,0.29973,0.15621,0.15405,0.16475,0.15374,0.11212,0.11397,0.1264
R1,0.16669,0.17762,0.20883,0.26276,0.32126,0.21024,0.23319,0.2812,0.21147,0.19083,0.21806,0.27074
R2,0.03748,0.03429,0.04284,0.05843,0.08117,0.04123,0.04731,0.06249,0.04956,0.03713,0.04452,0.06017
R3,0.01058,0.00604,0.01053,0.01531,0.02077,0.00717,0.01149,0.01618,0.01383,0.00653,0.0109,0.01569
RL,0.15445,0.15999,0.19227,0.24735,0.29899,0.18981,0.21439,0.26488,0.19621,0.17209,0.20066,0.25493
RSU,0.04136,0.0366,0.04307,0.06118,0.12652,0.05103,0.05379,0.07022,0.05738,0.04121,0.04614,0.06454
RS,0.02059,0.0274,0.0375,0.05769,0.06537,0.03845,0.04675,0.06625,0.02875,0.03086,0.04014,0.06086


26
R4,0.0,0.00094,0.00581,0.01197,0.0,0.00066,0.00461,0.0098,0.0,0.00078,0.00513,0.01074
RW,0.13451,0.11028,0.11518,0.12334,0.16435,0.11334,0.14394,0.15119,0.14529,0.11077,0.12756,0.13543
R1,0.21871,0.22492,0.26558,0.31363,0.18741,0.15534,0.22116,0.25779,0.1987,0.18219,0.24059,0.28227
R2,0.04203,0.03668,0.06679,0.08136,0.03392,0.02565,0.05486,0.06676,0.03705,0.0297,0.06004,0.07315
R3,0.00576,0.00461,0.01701,0.02538,0.00407,0.00307,0.01363,0.02076,0.00473,0.00367,0.0151,0.02278
RL,0.1967,0.21001,0.24803,0.29776,0.16905,0.14532,0.20646,0.24484,0.17901,0.17025,0.22463,0.26804
RSU,0.06762,0.05258,0.06697,0.08824,0.0483,0.02515,0.04626,0.05971,0.05342,0.03319,0.05406,0.07052
RS,0.0315,0.04111,0.06029,0.08431,0.02237,0.01907,0.04131,0.05687,0.02485,0.02551,0.04843,0.06724


28
R4,-,0.00389,0.00704,0.01364,-,0.00369,0.00708,0.01306,-,0.00375,0.00704,0.01331
RW,-,0.1102,0.11106,0.12272,-,0.16939,0.16873,0.17739,-,0.1325,0.13353,0.14468
R1,-,0.22242,0.26152,0.31549,-,0.22979,0.26454,0.30571,-,0.22428,0.2623,0.30987
R2,-,0.0627,0.06943,0.08637,-,0.06534,0.07007,0.08345,-,0.06338,0.06957,0.08471
R3,-,0.01634,0.01945,0.02922,-,0.01702,0.01959,0.02805,-,0.01647,0.01946,0.02856
RL,-,0.20245,0.23857,0.29752,-,0.20965,0.24126,0.28826,-,0.20436,0.23925,0.2922
RSU,-,0.05105,0.06281,0.08664,-,0.05533,0.06482,0.08149,-,0.05145,0.06309,0.08327
RS,-,0.03967,0.05609,0.08266,-,0.04316,0.05794,0.0777,-,0.03996,0.05635,0.07942


29
R4,0.00122,0.00382,0.00513,0.00545,0.0013,0.00398,0.00569,0.00644,0.00126,0.00386,0.00537,0.00589
RW,0.15399,0.09545,0.09673,0.09976,0.16401,0.18513,0.16271,0.17599,0.157,0.12083,0.12062,0.12692
R1,0.2743,0.18906,0.22164,0.25449,0.20583,0.24281,0.2482,0.30067,0.23325,0.20352,0.2329,0.27468
R2,0.04585,0.0498,0.0508,0.05881,0.03258,0.06417,0.0565,0.06937,0.03739,0.05365,0.05326,0.06345
R3,0.0056,0.01282,0.01338,0.01648,0.00443,0.01491,0.01484,0.01943,0.00482,0.01346,0.01401,0.01778
RL,0.22905,0.17263,0.20677,0.24018,0.17198,0.22318,0.23158,0.28372,0.19483,0.18623,0.21727,0.25922
RSU,0.09309,0.0397,0.04419,0.05528,0.05369,0.06886,0.05533,0.07729,0.06595,0.04373,0.0482,0.06361
RS,0.04117,0.02989,0.03817,0.05183,0.02377,0.05234,0.04783,0.07266,0.02887,0.03272,0.04164,0.05969


3
R4,-,0.00426,0.00786,0.0105,-,0.00447,0.0082,0.01262,-,0.00434,0.00799,0.01118
RW,-,0.10001,0.10488,0.1157,-,0.15559,0.16319,0.18022,-,0.12096,0.12735,0.13975
R1,-,0.19905,0.24112,0.29252,-,0.20883,0.24959,0.3049,-,0.20251,0.24458,0.29632
R2,-,0.05448,0.06132,0.07699,-,0.05797,0.06292,0.08223,-,0.05573,0.06192,0.07865
R3,-,0.01359,0.01875,0.02461,-,0.01436,0.01936,0.02755,-,0.01387,0.01899,0.02556
RL,-,0.18023,0.22385,0.27782,-,0.18883,0.23188,0.28939,-,0.18328,0.22715,0.28136
RSU,-,0.04266,0.05491,0.07708,-,0.04694,0.05954,0.08395,-,0.0436,0.05647,0.07809
RS,-,0.03228,0.04859,0.07334,-,0.03537,0.05279,0.07982,-,0.03289,0.05,0.07426
