ROUGE_type,050_r,100_r,200_r,400_r,050_p,100_p,200_p,400_p,050_f,100_f,200_f,400_f
RS,0.04037,0.0523,0.07551,0.06999,0.03982,0.03678,0.04405,0.05809,0.03629,0.04198,0.05299,0.05592


S
R4,0.01294,0.01337,0.01559,0.02257,0.01964,0.01302,0.01007,0.011,0.01537,0.0131,0.01217,0.01467
RW,0.06969,0.08957,0.12029,0.13902,0.1367,0.12848,0.12471,0.10596,0.09088,0.10472,0.12151,0.11893
R1,0.14354,0.20789,0.30843,0.37897,0.17895,0.19193,0.20304,0.1812,0.1567,0.19811,0.24311,0.24303
R2,0.04053,0.05507,0.08148,0.10241,0.05209,0.05113,0.05305,0.04879,0.04475,0.05262,0.06383,0.06547
R3,0.01833,0.02253,0.02966,0.04127,0.0256,0.0213,0.01903,0.0195,0.02096,0.02174,0.02306,0.02622
RL,0.12541,0.1871,0.28505,0.35831,0.1567,0.17235,0.1876,0.17124,0.13697,0.17808,0.22463,0.22968
RSU,0.03121,0.04503,0.08559,0.12295,0.05023,0.04127,0.0423,0.03722,0.0362,0.04184,0.05531,0.05578
RS,0.0223,0.0381,0.0802,0.11914,0.03684,0.03511,0.03943,0.03592,0.02592,0.03547,0.05162,0.05387


T
R4,0.013,0.01323,0.01413,0.01986,0.0117,0.0112,0.00981,0.00999,0.0123,0.01206,0.01152,0.01317
RW,0.11547,0.11001,0.1222,0.14202,0.16241,0.1456,0.13192,0.1147,0.13418,0.1248,0.12612,0.12532
R1,0.23509,0.2512,0.30764,0.38296,0.21099,0.21336,0.21119,0.19464,0.22127,0.22983,0.24901,0.25551
R2,0.07082,0.06664,0.07798,0.10339,0.06278,0.05642,0.05334,0.05229,0.06626,0.06086,0.06297,0.06874
R3,0.02605,0.02691,0.02992,0.04022,0.02345,0.02285,0.02057,0.0201,0.02462,0.02461,0.02423,0.02652
RL,0.21541,0.23169,0.2879,0.36431,0.19404,0.19672,0.19779,0.1852,0.20311,0.21194,0.23314,0.2431
RSU,0.0744,0.0639,0.08625,0.12563,0.05939,0.04784,0.04589,0.04188,0.06495,0.0539,0.05887,0.06095
RS,0.0614,0.05593,0.08088,0.12177,0.04821,0.0417,0.04283,0.0404,0.05311,0.04703,0.05501,0.05885


U
R4,0.0,0.00055,0.0038,0.00422,0.0,0.00043,0.00299,0.00222,0.0,0.00048,0.00333,0.0029
RW,0.07111,0.07236,0.09291,0.10795,0.10828,0.09819,0.10443,0.08778,0.08517,0.08298,0.0976,0.09583
R1,0.13618,0.15711,0.2239,0.29624,0.13438,0.1369,0.1592,0.15093,0.13439,0.14577,0.18465,0.19828
R2,0.02372,0.02527,0.03814,0.04889,0.02247,0.02159,0.02735,0.02485,0.02292,0.02321,0.03161,0.03269
R3,0.00412,0.00381,0.00875,0.01069,0.0037,0.00328,0.00655,0.00554,0.00389,0.00351,0.00744,0.00727
RL,0.12764,0.14986,0.21613,0.28229,0.12586,0.13069,0.15369,0.14386,0.1259,0.1391,0.17826,0.18897
RSU,0.02448,0.02693,0.04517,0.07526,0.02368,0.02125,0.02597,0.02546,0.02357,0.02345,0.03223,0.03713
RS,0.0154,0.02145,0.04078,0.07196,0.0146,0.01687,0.02336,0.02424,0.01469,0.01864,0.02902,0.03539


W
R4,0.0,0.0,0.00425,0.00401,0.0,0.0,0.00326,0.00224,0.0,0.0,0.00368,0.00281
RW,0.03901,0.05213,0.07608,0.10545,0.08715,0.08808,0.09505,0.0931,0.05115,0.06336,0.0818,0.097
R1,0.07216,0.1127,0.18761,0.28491,0.10141,0.11898,0.14671,0.15853,0.07945,0.11202,0.15946,0.20042
R2,0.00907,0.01067,0.02641,0.04909,0.01502,0.01214,0.0202,0.02684,0.01077,0.011,0.02262,0.03407
R3,0.00039,0.00047,0.00643,0.01178,0.00033,0.00053,0.0049,0.00642,0.00036,0.0005,0.00553,0.00814
RL,0.06676,0.1048,0.17585,0.27168,0.09548,0.1112,0.1374,0.15082,0.07388,0.10424,0.14937,0.19085
RSU,0.01002,0.01555,0.0342,0.06759,0.02565,0.01841,0.02339,0.02698,0.01177,0.01531,0.02541,0.03653
RS,0.00523,0.01147,0.03055,0.06432,0.01093,0.01277,0.02023,0.02557,0.00615,0.01127,0.02258,0.03463


Y
R4,0.00049,0.0008,0.01162,0.01594,0.00036,0.00059,0.00723,0.00751,0.00041,0.00067,0.00888,0.01009
RW,0.10103,0.1043,0.12026,0.14104,0.11104,0.12028,0.12444,0.10468,0.10539,0.11133,0.12147,0.11886
R1,0.20333,0.23532,0.29789,0.38484,0.14373,0.17434,0.19607,0.17945,0.16792,0.19973,0.23495,0.24262
R2,0.03799,0.03911,0.0628,0.09374,0.02676,0.02837,0.04014,0.04331,0.03129,0.03279,0.04868,0.05864
R3,0.00423,0.00524,0.02032,0.03346,0.00303,0.00382,0.01274,0.01522,0.00352,0.00441,0.01559,0.02067
RL,0.19302,0.22256,0.28412,0.36676,0.13669,0.16496,0.18683,0.17089,0.15957,0.18896,0.22396,0.23109
RSU,0.04971,0.05672,0.08005,0.12613,0.02545,0.03168,0.03873,0.03609,0.03335,0.04026,0.0512,0.0548
RS,0.03747,0.04899,0.07472,0.12229,0.01883,0.02698,0.03588,0.03482,0.02484,0.03446,0.04754,0.05292


Z
R4,0.00136,0.00291,0.00719,0.01237,0.00124,0.00241,0.00463,0.00589,0.0013,0.00262,0.00561,0.00793
RW,0.07326,0.08591,0.10578,0.12956,0.10871,0.11446,0.11032,0.099,0.08703,0.0978,0.10739,0.11112
R1,0.15479,0.19433,0.26459,0.35533,0.14669,0.16621,0.17546,0.17067,0.14974,0.17847,0.20982,0.22882
R2,0.02449,0.03683,0.05487,0.08615,0.02335,0.03108,0.03545,0.04045,0.02375,0.03356,0.04282,0.05461
R3,0.00448,0.00808,0.01644,0.02771,0.00419,0.00689,0.01071,0.01302,0.00433,0.0074,0.0129,0.01758
RL,0.13665,0.17908,0.24702,0.33682,0.13008,0.15329,0.16391,0.16177,0.13249,0.16455,0.19596,0.2169
RSU,0.03308,0.04158,0.06839,0.11554,0.03057,0.03129,0.03402,0.03486,0.03112,0.03519,0.04473,0.0524
RS,0.02346,0.03509,0.06357,0.11197,0.02166,0.02625,0.03145,0.03362,0.02204,0.02958,0.04142,0.05058


