ROUGE_type,010_r,050_r,100_r,200_r,010_p,050_p,100_p,200_p,010_f,050_f,100_f,200_f
R4,0.00719,0.00156,0.0041,0.00789,0.01364,0.00188,0.00291,0.00356,0.00936,0.00163,0.00339,0.0049
RW,0.11365,0.07996,0.10316,0.13547,0.33114,0.13553,0.11924,0.09996,0.16515,0.09876,0.11006,0.11477
R1,0.17266,0.15734,0.2275,0.32808,0.34692,0.17236,0.16988,0.15335,0.22447,0.16127,0.19359,0.20867
R2,0.05257,0.03657,0.05169,0.07964,0.11919,0.03977,0.03801,0.03681,0.06982,0.03722,0.04362,0.05026
R3,0.01281,0.00666,0.01258,0.02263,0.02351,0.00667,0.00915,0.01039,0.01597,0.00651,0.01055,0.01421
RL,0.161,0.14208,0.21239,0.30856,0.32415,0.15663,0.15835,0.1442,0.20937,0.14596,0.18058,0.19623
RSU,0.04049,0.02793,0.04404,0.08153,0.16238,0.0381,0.03201,0.02787,0.05968,0.02985,0.0364,0.04126
RS,0.02216,0.01913,0.03696,0.07565,0.09198,0.02547,0.02677,0.0257,0.03261,0.02015,0.03047,0.0381


24
R4,-,0.00396,0.00557,0.00773,-,0.00498,0.00438,0.00407,-,0.00439,0.00488,0.00533
RW,-,0.09314,0.11329,0.13706,-,0.17048,0.13992,0.11242,-,0.11843,0.12456,0.1231
R1,-,0.1805,0.24809,0.33197,-,0.21562,0.1981,0.17245,-,0.19294,0.21923,0.22641
R2,-,0.05035,0.06093,0.08162,-,0.05932,0.04843,0.04232,-,0.05348,0.05368,0.0556
R3,-,0.0129,0.01647,0.02322,-,0.01619,0.01323,0.01208,-,0.01413,0.01458,0.01585
RL,-,0.16662,0.23049,0.31102,-,0.1993,0.18407,0.16157,-,0.17814,0.20369,0.21211
RSU,-,0.03555,0.05289,0.08562,-,0.05824,0.04438,0.03642,-,0.0415,0.0473,0.05058
RS,-,0.0257,0.04533,0.07978,-,0.04176,0.03812,0.03381,-,0.02995,0.04055,0.04699


25
R4,0.00639,0.00325,0.00383,0.00534,0.01246,0.00321,0.00264,0.00247,0.00826,0.00321,0.00311,0.00337
RW,0.10729,0.09148,0.10327,0.12415,0.29238,0.13731,0.11794,0.0975,0.15239,0.10902,0.10902,0.10879
R1,0.16125,0.17941,0.22724,0.29914,0.30027,0.17541,0.16727,0.14866,0.20293,0.17608,0.19073,0.19794
R2,0.0437,0.04054,0.04864,0.0696,0.10178,0.03992,0.03479,0.03418,0.05932,0.03993,0.0402,0.04567
R3,0.01206,0.00892,0.01081,0.01649,0.02153,0.0086,0.00766,0.00786,0.01523,0.00871,0.00889,0.01062
RL,0.15325,0.16456,0.20964,0.27925,0.28694,0.16148,0.15436,0.13879,0.19323,0.16178,0.176,0.18479
RSU,0.04379,0.03686,0.04712,0.07157,0.13296,0.04068,0.03317,0.02761,0.06057,0.03768,0.03748,0.03935
RS,0.02288,0.0273,0.04017,0.06616,0.07911,0.03008,0.028,0.02536,0.03245,0.02786,0.03178,0.03621


26
R4,0.0,0.0015,0.00694,0.01136,0.0,0.0008,0.00353,0.00409,0.0,0.00104,0.00466,0.00601
RW,0.12453,0.11396,0.13008,0.14779,0.14388,0.09906,0.11112,0.08899,0.13164,0.10514,0.11944,0.11078
R1,0.20365,0.2345,0.28844,0.35973,0.16306,0.13307,0.15938,0.13722,0.17885,0.16844,0.2047,0.19826
R2,0.03627,0.0434,0.07505,0.09476,0.02785,0.02476,0.04038,0.03559,0.03103,0.03106,0.05235,0.05163
R3,0.00638,0.00653,0.01915,0.02665,0.00477,0.00351,0.00995,0.00983,0.00535,0.00455,0.01306,0.01433
RL,0.18005,0.21642,0.26924,0.33683,0.14467,0.1229,0.14863,0.12853,0.15846,0.15554,0.19096,0.18568
RSU,0.06016,0.05619,0.0744,0.10476,0.03932,0.0212,0.02935,0.02382,0.04555,0.03001,0.04166,0.03854
RS,0.02508,0.04398,0.0661,0.09869,0.01601,0.01601,0.02571,0.02222,0.01857,0.02297,0.03663,0.03601


28
R4,-,0.00773,0.00787,0.01217,-,0.00621,0.00515,0.00522,-,0.00684,0.0062,0.00729
RW,-,0.11458,0.12427,0.14576,-,0.14937,0.12884,0.10358,-,0.12877,0.12611,0.12079
R1,-,0.22864,0.28072,0.35814,-,0.19515,0.18798,0.16113,-,0.20913,0.22459,0.22187
R2,-,0.07019,0.07648,0.09639,-,0.05999,0.05062,0.04273,-,0.06415,0.06076,0.05911
R3,-,0.02132,0.02191,0.0296,-,0.01806,0.01437,0.01291,-,0.01938,0.0173,0.01795
RL,-,0.20893,0.25674,0.33307,-,0.17845,0.17199,0.14983,-,0.19119,0.20545,0.20633
RSU,-,0.05301,0.06688,0.10003,-,0.04591,0.03921,0.03171,-,0.04777,0.0489,0.04779
RS,-,0.04092,0.05864,0.09389,-,0.03556,0.0342,0.02956,-,0.03685,0.04272,0.04461


29
R4,0.00087,0.00549,0.00734,0.00669,0.00065,0.00443,0.00496,0.00356,0.00074,0.00488,0.00589,0.00463
RW,0.14913,0.10394,0.1121,0.12542,0.14938,0.16877,0.12897,0.10912,0.14845,0.12347,0.11924,0.11621
R1,0.26011,0.20522,0.24612,0.30395,0.1815,0.2153,0.18303,0.16731,0.21298,0.2013,0.20882,0.21495
R2,0.0471,0.05803,0.06134,0.07286,0.03073,0.06005,0.04442,0.03969,0.03694,0.05658,0.05129,0.05118
R3,0.00426,0.01662,0.0185,0.01975,0.00273,0.01516,0.01297,0.01064,0.00329,0.01557,0.01517,0.01377
RL,0.22147,0.18914,0.23076,0.28438,0.15388,0.19932,0.1715,0.15656,0.18087,0.18582,0.19573,0.20113
RSU,0.08967,0.04576,0.0508,0.06848,0.04561,0.05914,0.03629,0.03267,0.05967,0.04511,0.04152,0.04357
RS,0.04002,0.03493,0.0431,0.06289,0.01909,0.04459,0.03061,0.02991,0.02542,0.03415,0.03511,0.03992


3
R4,-,0.00654,0.00858,0.01025,-,0.00547,0.00572,0.00521,-,0.00593,0.00684,0.00681
RW,-,0.10862,0.11942,0.13806,-,0.14361,0.12714,0.1057,-,0.12298,0.12282,0.11879
R1,-,0.21694,0.26503,0.33056,-,0.18729,0.18231,0.16001,-,0.19987,0.21544,0.21433
R2,-,0.06252,0.07074,0.08958,-,0.05429,0.04786,0.04344,-,0.05773,0.05692,0.05808
R3,-,0.01833,0.02176,0.02654,-,0.01567,0.01463,0.01313,-,0.0168,0.01743,0.0174
RL,-,0.19711,0.24645,0.31254,-,0.17022,0.16954,0.1512,-,0.18167,0.20035,0.20257
RSU,-,0.04757,0.0618,0.08799,-,0.04107,0.03846,0.03237,-,0.04316,0.04691,0.04606
RS,-,0.036,0.05389,0.08221,-,0.03078,0.03342,0.03003,-,0.03247,0.0408,0.0428
