ROUGE_type,050_r,100_r,200_r,400_r,050_p,100_p,200_p,400_p,050_f,100_f,200_f,400_f
RS,0.03725,0.05187,0.06678,0.05564,0.03681,0.04007,0.0591,0.11909,0.03339,0.0436,0.06047,0.07091


S
R4,0.00818,0.01492,0.01724,0.02487,0.01473,0.0156,0.01499,0.02198,0.01039,0.01516,0.01601,0.02331
RW,0.07109,0.08631,0.11046,0.11943,0.13909,0.13082,0.14938,0.16333,0.0922,0.10323,0.1266,0.13775
R1,0.14079,0.20333,0.28489,0.34744,0.1775,0.19876,0.24773,0.30533,0.15403,0.19976,0.26435,0.32465
R2,0.03663,0.05475,0.07901,0.10172,0.04869,0.05431,0.06854,0.08928,0.04072,0.05416,0.07322,0.095
R3,0.01327,0.02471,0.03134,0.04375,0.02082,0.02502,0.02712,0.03843,0.0158,0.02473,0.02903,0.04088
RL,0.12368,0.18159,0.26824,0.33188,0.1554,0.1771,0.23313,0.29158,0.135,0.1782,0.24883,0.31007
RSU,0.0282,0.04306,0.07349,0.1068,0.04992,0.04281,0.05587,0.08268,0.03338,0.04185,0.06286,0.09281
RS,0.01917,0.03646,0.06914,0.10432,0.03638,0.03642,0.05241,0.08066,0.02297,0.03548,0.05903,0.09059


T
R4,0.01564,0.01334,0.01731,0.0255,0.01396,0.01207,0.01559,0.024,0.01473,0.01265,0.0164,0.0247
RW,0.1173,0.10809,0.11452,0.12268,0.16292,0.15057,0.15898,0.17879,0.13551,0.12538,0.1329,0.14523
R1,0.23835,0.24423,0.29007,0.35315,0.21303,0.21806,0.25955,0.3312,0.22382,0.22978,0.27361,0.34126
R2,0.0777,0.06589,0.07903,0.10607,0.06898,0.05804,0.0701,0.09892,0.0728,0.06157,0.07423,0.10223
R3,0.03262,0.02803,0.03329,0.04626,0.02918,0.02485,0.02961,0.04328,0.03075,0.02629,0.03132,0.04467
RL,0.21605,0.2287,0.27511,0.33846,0.19411,0.20455,0.24625,0.31741,0.2034,0.21537,0.25954,0.32706
RSU,0.0726,0.06311,0.08038,0.11295,0.05864,0.05008,0.06402,0.0992,0.0638,0.05531,0.07096,0.10498
RS,0.05909,0.05562,0.07603,0.11048,0.04729,0.04383,0.06037,0.09694,0.05167,0.04854,0.067,0.10262


U
R4,0.00046,0.00197,0.00521,0.00368,0.00042,0.00182,0.00505,0.00343,0.00044,0.00188,0.00512,0.00355
RW,0.07449,0.07113,0.08256,0.09015,0.11156,0.10223,0.12113,0.13216,0.08848,0.08352,0.09789,0.10702
R1,0.14001,0.1537,0.20641,0.26491,0.13675,0.14262,0.19453,0.2494,0.1373,0.14748,0.19973,0.25655
R2,0.02544,0.02795,0.03654,0.0429,0.02379,0.02578,0.03477,0.04031,0.02435,0.02674,0.03555,0.04151
R3,0.00503,0.00582,0.01043,0.0102,0.00417,0.00529,0.01002,0.00959,0.00452,0.00552,0.0102,0.00987
RL,0.13267,0.14494,0.19842,0.25372,0.12938,0.13443,0.18716,0.23912,0.12998,0.13903,0.19207,0.24586
RSU,0.02656,0.0273,0.04046,0.06226,0.02499,0.0237,0.03609,0.05551,0.02503,0.02506,0.03775,0.05837
RS,0.01712,0.02212,0.037,0.06017,0.01571,0.01914,0.03295,0.05362,0.01591,0.02026,0.03449,0.05639


W
R4,0.0,0.00043,0.00109,0.00505,0.0,0.00045,0.00103,0.00516,0.0,0.00044,0.00106,0.00508
RW,0.03953,0.05156,0.06462,0.0855,0.09162,0.09677,0.10552,0.13572,0.05167,0.06448,0.07789,0.1042
R1,0.06986,0.1117,0.16067,0.2477,0.1033,0.13051,0.16651,0.25325,0.07743,0.1154,0.15916,0.24885
R2,0.00896,0.01372,0.02031,0.04487,0.0161,0.01565,0.02047,0.04557,0.01098,0.01433,0.02012,0.04497
R3,0.00039,0.00157,0.00257,0.01221,0.00033,0.00166,0.0024,0.01245,0.00036,0.0016,0.00248,0.01227
RL,0.06702,0.10412,0.15314,0.23767,0.09942,0.12237,0.15886,0.24275,0.07429,0.10764,0.15171,0.23866
RSU,0.00958,0.01599,0.02592,0.05513,0.02628,0.02246,0.02774,0.05743,0.01129,0.01657,0.02481,0.05493
RS,0.00493,0.01216,0.02316,0.05315,0.01149,0.01606,0.02393,0.05532,0.00588,0.01256,0.02211,0.05293


Y
R4,0.00046,0.00131,0.00908,0.01543,0.00032,0.00104,0.00784,0.01332,0.00038,0.00115,0.00841,0.01428
RW,0.09726,0.09736,0.10643,0.1197,0.10481,0.11956,0.14416,0.16009,0.10047,0.10675,0.12209,0.13676
R1,0.19359,0.21755,0.27186,0.35295,0.13486,0.17208,0.23743,0.30382,0.1585,0.19142,0.2529,0.32618
R2,0.03308,0.03592,0.05735,0.08806,0.02297,0.02811,0.0498,0.07567,0.02702,0.03142,0.05319,0.08131
R3,0.00437,0.00628,0.01703,0.03175,0.00287,0.00483,0.01462,0.02725,0.00346,0.00544,0.01571,0.0293
RL,0.18465,0.20676,0.26018,0.33756,0.12866,0.1637,0.22701,0.29051,0.1512,0.18202,0.2419,0.31193
RSU,0.04542,0.04981,0.06756,0.10897,0.02239,0.03115,0.05138,0.08077,0.02971,0.03779,0.0579,0.09237
RS,0.03355,0.04284,0.06336,0.10646,0.01615,0.02647,0.04802,0.07879,0.02159,0.03226,0.05419,0.09016


Z
R4,0.00384,0.00456,0.00933,0.01422,0.0033,0.00429,0.00778,0.01218,0.00355,0.00442,0.00847,0.0131
RW,0.07188,0.08645,0.09868,0.11269,0.1037,0.12233,0.13383,0.15424,0.08438,0.10103,0.11337,0.12993
R1,0.14479,0.1932,0.25243,0.32844,0.13534,0.17641,0.22062,0.28987,0.13892,0.18401,0.23512,0.30741
R2,0.02696,0.03955,0.0539,0.0823,0.02451,0.03608,0.04613,0.07147,0.02546,0.03764,0.04963,0.07636
R3,0.0072,0.01032,0.01821,0.02846,0.0061,0.00952,0.01538,0.02449,0.00659,0.00989,0.01664,0.02628
RL,0.13116,0.18024,0.23905,0.31391,0.12277,0.16441,0.20891,0.27695,0.12589,0.17158,0.22264,0.29376
RSU,0.0312,0.04141,0.06241,0.10017,0.02758,0.03455,0.04742,0.07746,0.02854,0.03736,0.0536,0.08675
RS,0.02203,0.03524,0.05847,0.09781,0.01923,0.02927,0.04427,0.07551,0.01998,0.03171,0.0501,0.08462


