ROUGE_type,050_r,100_r,200_r,400_r,050_p,100_p,200_p,400_p,050_f,100_f,200_f,400_f
RS,0.04044,0.05497,0.06917,0.08046,0.04203,0.04454,0.0636,0.06534,0.03735,0.04753,0.06379,0.06627


S
R4,0.00907,0.01504,0.01571,0.02367,0.0155,0.01592,0.01404,0.01247,0.01135,0.01538,0.01479,0.01631
RW,0.07113,0.09052,0.1139,0.14738,0.14002,0.14168,0.15695,0.12082,0.09272,0.10962,0.1316,0.13254
R1,0.14486,0.20715,0.29668,0.39737,0.1826,0.20845,0.26367,0.20934,0.15878,0.20635,0.27841,0.27378
R2,0.03484,0.05779,0.08119,0.10937,0.04561,0.0588,0.07201,0.05724,0.03872,0.05786,0.07611,0.07504
R3,0.01355,0.02355,0.02916,0.04307,0.02014,0.02408,0.02579,0.02255,0.01586,0.02367,0.02731,0.02956
RL,0.12439,0.18911,0.27815,0.37581,0.158,0.19078,0.24735,0.19809,0.13687,0.18863,0.2611,0.25902
RSU,0.0283,0.04478,0.0796,0.14155,0.04837,0.04747,0.06277,0.03976,0.03335,0.0448,0.0694,0.0618
RS,0.01927,0.0383,0.07526,0.13717,0.0345,0.04088,0.05918,0.03823,0.02283,0.0384,0.06549,0.05952


T
R4,0.01513,0.01239,0.01618,0.02362,0.01411,0.01119,0.01477,0.01304,0.01456,0.01173,0.01542,0.01677
RW,0.10772,0.10858,0.11332,0.14816,0.1539,0.1541,0.16101,0.12941,0.12582,0.12695,0.13277,0.13779
R1,0.21534,0.24455,0.28839,0.39841,0.19816,0.22377,0.26478,0.22376,0.20524,0.233,0.2756,0.28595
R2,0.07009,0.0679,0.07654,0.11017,0.06381,0.06108,0.0696,0.06114,0.06648,0.06411,0.07279,0.07847
R3,0.03003,0.02621,0.03142,0.04489,0.02767,0.02341,0.02848,0.02483,0.02869,0.02465,0.02984,0.03191
RL,0.19763,0.22765,0.2728,0.37786,0.18282,0.20856,0.25063,0.21232,0.18885,0.21706,0.26079,0.27128
RSU,0.0642,0.06073,0.08097,0.14524,0.05406,0.05073,0.06771,0.04594,0.05763,0.05462,0.07325,0.06934
RS,0.05237,0.05334,0.07679,0.14088,0.04352,0.04429,0.06405,0.04421,0.04668,0.04779,0.06937,0.06685


U
R4,0.00043,0.00186,0.00387,0.00403,0.00042,0.00182,0.00371,0.00226,0.00043,0.00184,0.00378,0.00289
RW,0.07272,0.07316,0.0838,0.11304,0.11219,0.1081,0.12541,0.09955,0.08753,0.08693,0.10014,0.10563
R1,0.13802,0.16028,0.21125,0.30709,0.13952,0.15278,0.20416,0.17355,0.1379,0.15594,0.20702,0.2213
R2,0.02088,0.02893,0.03681,0.04781,0.02041,0.02756,0.03556,0.02694,0.02049,0.02815,0.03608,0.0344
R3,0.00294,0.00506,0.00819,0.00934,0.00265,0.00491,0.00799,0.00529,0.00278,0.00497,0.00808,0.00674
RL,0.12976,0.15323,0.20225,0.29375,0.13098,0.14619,0.19568,0.1661,0.12953,0.14915,0.19831,0.21176
RSU,0.02517,0.02786,0.04169,0.08581,0.02544,0.02561,0.03912,0.02783,0.02478,0.02639,0.03991,0.04176
RS,0.01612,0.02256,0.03826,0.08202,0.01606,0.02072,0.03586,0.02642,0.01577,0.02135,0.03659,0.0397


W
R4,0.0,0.00042,0.00282,0.00443,0.0,0.00045,0.00262,0.00257,0.0,0.00044,0.00272,0.00324
RW,0.04011,0.05147,0.0693,0.10854,0.09316,0.09527,0.11146,0.10333,0.05272,0.06471,0.08396,0.105
R1,0.07231,0.11198,0.17843,0.29528,0.10647,0.13084,0.18409,0.18118,0.08056,0.11701,0.17797,0.2229
R2,0.00818,0.01237,0.02454,0.05104,0.01453,0.01467,0.02482,0.03047,0.01001,0.01314,0.02443,0.03794
R3,0.0,0.00086,0.00461,0.01213,0.0,0.0009,0.00439,0.00712,0.0,0.00088,0.00449,0.00894
RL,0.0678,0.10451,0.16653,0.27987,0.10086,0.12269,0.17207,0.17159,0.07569,0.10927,0.16618,0.21116
RSU,0.00995,0.01559,0.03167,0.07821,0.02605,0.02184,0.03321,0.02964,0.01175,0.01674,0.03057,0.04199
RS,0.00517,0.01184,0.02874,0.07448,0.01096,0.01581,0.02977,0.02801,0.00604,0.01273,0.02765,0.03976


Y
R4,0.00043,0.00071,0.00847,0.01677,0.0003,0.0006,0.00727,0.00846,0.00035,0.00065,0.00781,0.01124
RW,0.09826,0.10259,0.11133,0.14965,0.10928,0.12864,0.15396,0.12002,0.103,0.11359,0.12884,0.13299
R1,0.19786,0.23378,0.28841,0.40486,0.14266,0.1892,0.25811,0.20877,0.16525,0.2083,0.27173,0.27513
R2,0.03667,0.04291,0.05964,0.10242,0.02607,0.03426,0.05247,0.05231,0.03036,0.03797,0.05569,0.06918
R3,0.00374,0.00424,0.01585,0.03445,0.00258,0.00344,0.01364,0.01746,0.00305,0.00378,0.01464,0.02315
RL,0.18783,0.22273,0.27597,0.38589,0.13551,0.18051,0.24691,0.19904,0.15694,0.1986,0.25998,0.26228
RSU,0.04586,0.05505,0.07431,0.14753,0.02423,0.03587,0.05926,0.03961,0.03138,0.04278,0.06531,0.06221
RS,0.03386,0.0478,0.06999,0.14312,0.01752,0.03077,0.05565,0.03811,0.02286,0.03687,0.0614,0.05995


Z
R4,0.00194,0.00289,0.0079,0.01161,0.00174,0.0027,0.007,0.00594,0.00184,0.00279,0.00741,0.00784
RW,0.07437,0.08515,0.10059,0.13468,0.11106,0.12382,0.13923,0.11094,0.08859,0.10064,0.11662,0.12132
R1,0.15269,0.19393,0.25906,0.36344,0.14809,0.18148,0.23162,0.19279,0.14954,0.18702,0.24424,0.25136
R2,0.02621,0.03835,0.0551,0.08507,0.02525,0.03588,0.04868,0.04431,0.02555,0.03698,0.05162,0.05815
R3,0.00566,0.00787,0.01696,0.02626,0.0054,0.0075,0.01503,0.0135,0.0055,0.00768,0.01591,0.0178
RL,0.13601,0.17999,0.24491,0.34502,0.13223,0.16836,0.21895,0.18294,0.13334,0.17355,0.23089,0.23856
RSU,0.03263,0.04074,0.06499,0.12567,0.03156,0.03599,0.05138,0.03551,0.03146,0.03785,0.0571,0.05498
RS,0.02346,0.03466,0.06105,0.12157,0.02272,0.03055,0.0481,0.03407,0.02261,0.03215,0.05353,0.05284


