ROUGE_type,010_r,050_r,100_r,200_r,010_p,050_p,100_p,200_p,010_f,050_f,100_f,200_f
R4,0.0,0.00179,0.00372,0.00677,0.0,0.00308,0.00422,0.0035,0.0,0.00218,0.00394,0.0046
RW,0.10933,0.07547,0.09141,0.1474,0.31827,0.15768,0.15486,0.11743,0.1589,0.10053,0.11443,0.1304
R1,0.16723,0.15063,0.20751,0.35226,0.33862,0.20536,0.23391,0.18623,0.2182,0.17087,0.21893,0.2432
R2,0.04401,0.03316,0.04569,0.08475,0.10637,0.04647,0.05161,0.04456,0.05988,0.0379,0.04826,0.0583
R3,0.00634,0.00572,0.01108,0.02288,0.01668,0.00789,0.01262,0.01197,0.00869,0.00645,0.01175,0.01568
RL,0.15535,0.13673,0.19361,0.32841,0.31468,0.18703,0.21788,0.1736,0.20279,0.15526,0.20412,0.22673
RSU,0.03768,0.02674,0.03979,0.10878,0.15823,0.04913,0.05067,0.03098,0.05639,0.03251,0.04383,0.04795
RS,0.01904,0.01886,0.03413,0.10068,0.0866,0.03438,0.04358,0.02827,0.0287,0.02277,0.03763,0.04388


24
R4,-,0.00369,0.00466,0.00766,-,0.00581,0.00575,0.00457,-,0.00448,0.00512,0.00571
RW,-,0.08289,0.09924,0.14547,-,0.18651,0.1796,0.12825,-,0.11275,0.12717,0.13584
R1,-,0.16617,0.22343,0.34988,-,0.24623,0.26943,0.20509,-,0.19478,0.24302,0.25791
R2,-,0.04398,0.05208,0.08462,-,0.0657,0.06342,0.04955,-,0.05171,0.0569,0.06234
R3,-,0.01117,0.01289,0.02286,-,0.01766,0.01593,0.01347,-,0.01353,0.01417,0.01691
RL,-,0.15107,0.20785,0.32421,-,0.22381,0.25053,0.19,-,0.17696,0.22602,0.23895
RSU,-,0.03185,0.04699,0.10935,-,0.06804,0.06899,0.03816,-,0.04099,0.0548,0.05609
RS,-,0.0234,0.04106,0.1014,-,0.04983,0.06073,0.03492,-,0.03007,0.04799,0.05149


25
R4,0.00425,0.00347,0.00347,0.00512,0.00849,0.00436,0.00368,0.00273,0.00566,0.00386,0.00356,0.00356
RW,0.10167,0.08376,0.09181,0.13157,0.27687,0.15515,0.15405,0.11125,0.14412,0.10809,0.11397,0.12006
R1,0.15082,0.16848,0.20883,0.31439,0.28549,0.20502,0.23319,0.17637,0.19039,0.18371,0.21806,0.22515
R2,0.04006,0.03872,0.04284,0.0691,0.0947,0.04712,0.04731,0.03833,0.05464,0.04225,0.04452,0.04913
R3,0.00834,0.0087,0.01053,0.01723,0.01345,0.01052,0.01149,0.00935,0.01028,0.00949,0.0109,0.0121
RL,0.1444,0.15306,0.19227,0.28997,0.27342,0.18692,0.21439,0.16277,0.18245,0.16714,0.20066,0.20774
RSU,0.04061,0.03448,0.04307,0.09156,0.12194,0.05075,0.05379,0.0292,0.05578,0.04011,0.04614,0.04376
RS,0.02073,0.02592,0.0375,0.08418,0.0734,0.0384,0.04675,0.02645,0.02971,0.0302,0.04014,0.03978


26
R4,0.0,0.00181,0.00581,0.01036,0.0,0.00117,0.00461,0.00423,0.0,0.00142,0.00513,0.006
RW,0.12028,0.10795,0.11518,0.15581,0.13715,0.11596,0.14394,0.10083,0.12659,0.11085,0.12756,0.12209
R1,0.19989,0.22539,0.26558,0.38011,0.15928,0.15906,0.22116,0.16344,0.17545,0.18505,0.24059,0.2281
R2,0.03203,0.03898,0.06679,0.09624,0.02392,0.02801,0.05486,0.04089,0.02696,0.03212,0.06004,0.05727
R3,0.00689,0.00593,0.01701,0.02549,0.00526,0.00398,0.01363,0.01059,0.00584,0.00475,0.0151,0.01494
RL,0.17283,0.21008,0.24803,0.35259,0.13791,0.1486,0.20646,0.15176,0.15178,0.17268,0.22463,0.21173
RSU,0.06001,0.05382,0.06697,0.13404,0.03839,0.02706,0.04626,0.02506,0.04515,0.03512,0.05406,0.04198
RS,0.02591,0.04272,0.06029,0.12589,0.01573,0.02086,0.04131,0.0231,0.01871,0.02742,0.04843,0.03881


28
R4,-,0.00943,0.00704,0.01114,-,0.00995,0.00708,0.00549,-,0.00962,0.00704,0.00734
RW,-,0.10687,0.11106,0.15476,-,0.17256,0.16873,0.11873,-,0.13108,0.13353,0.13403
R1,-,0.22245,0.26152,0.37675,-,0.23678,0.26454,0.19177,-,0.22793,0.2623,0.2537
R2,-,0.06826,0.06943,0.09892,-,0.07409,0.07007,0.04983,-,0.07053,0.06957,0.06615
R3,-,0.02266,0.01945,0.02902,-,0.02495,0.01959,0.01448,-,0.02355,0.01946,0.01928
RL,-,0.19981,0.23857,0.34657,-,0.2132,0.24126,0.17658,-,0.20498,0.23925,0.23353
RSU,-,0.05221,0.06281,0.12885,-,0.06147,0.06482,0.03403,-,0.05499,0.06309,0.05354
RS,-,0.0412,0.05609,0.12065,-,0.04913,0.05794,0.03139,-,0.04355,0.05635,0.04954


29
R4,0.0,0.00605,0.00513,0.00667,0.0,0.0066,0.00569,0.00414,0.0,0.00627,0.00537,0.00508
RW,0.14145,0.0979,0.09673,0.13776,0.1392,0.1952,0.16271,0.12914,0.13934,0.12532,0.12062,0.13257
R1,0.24647,0.19788,0.22164,0.32844,0.17017,0.25575,0.2482,0.20452,0.20045,0.21379,0.2329,0.25081
R2,0.0415,0.05507,0.0508,0.07543,0.0259,0.07242,0.0565,0.04677,0.03159,0.05972,0.05326,0.05749
R3,0.00183,0.01616,0.01338,0.01892,0.00103,0.01902,0.01484,0.0118,0.00132,0.01711,0.01401,0.01447
RL,0.20891,0.18229,0.20677,0.30656,0.14367,0.23674,0.23158,0.19073,0.16943,0.19719,0.21727,0.23399
RSU,0.08266,0.04465,0.04419,0.09282,0.04063,0.07451,0.05533,0.03688,0.05356,0.04928,0.0482,0.0519
RS,0.03317,0.03488,0.03817,0.08503,0.01503,0.05774,0.04783,0.03341,0.02019,0.03826,0.04164,0.04715


3
R4,-,0.00811,0.00786,0.00973,-,0.00844,0.0082,0.0054,-,0.00826,0.00799,0.0069
RW,-,0.1019,0.10488,0.14692,-,0.16639,0.16319,0.12153,-,0.12561,0.12735,0.13189
R1,-,0.20947,0.24112,0.35048,-,0.22471,0.24959,0.19216,-,0.21553,0.24458,0.24653
R2,-,0.06213,0.06132,0.09226,-,0.06709,0.06292,0.05071,-,0.06412,0.06192,0.06493
R3,-,0.01891,0.01875,0.02687,-,0.02012,0.01936,0.01481,-,0.01942,0.01899,0.01896
RL,-,0.18922,0.22385,0.32688,-,0.20333,0.23188,0.17922,-,0.19491,0.22715,0.22993
RSU,-,0.04705,0.05491,0.11379,-,0.05416,0.05954,0.03518,-,0.04926,0.05647,0.05243
RS,-,0.03661,0.04859,0.10595,-,0.04208,0.05279,0.03226,-,0.03827,0.05,0.04826
