ROUGE_type,050_r,100_r,200_r,400_r,050_p,100_p,200_p,400_p,050_f,100_f,200_f,400_f
RS,0.05503,0.11629,0.19985,0.23218,0.05181,0.03536,0.0166,0.0131,0.05056,0.05315,0.03039,0.02424


S
R4,0.00406,0.00803,0.0162,0.0284,0.00573,0.00447,0.00413,0.00347,0.00469,0.00573,0.00658,0.00618
RW,0.07127,0.11676,0.16894,0.21624,0.1501,0.11677,0.07558,0.04715,0.09546,0.11612,0.10434,0.07738
R1,0.19377,0.32739,0.47951,0.59337,0.24334,0.19316,0.12661,0.07629,0.21275,0.24175,0.20019,0.13517
R2,0.03091,0.05803,0.101,0.15031,0.03872,0.03377,0.02632,0.019,0.03388,0.04247,0.04173,0.03372
R3,0.0103,0.02057,0.03587,0.05632,0.01309,0.0118,0.00924,0.00701,0.01135,0.01492,0.01468,0.01246
RL,0.15987,0.28409,0.41839,0.5379,0.19954,0.16785,0.11056,0.06922,0.17504,0.20995,0.17478,0.12262
RSU,0.03934,0.10562,0.22303,0.34053,0.06208,0.03665,0.01586,0.00576,0.04578,0.05354,0.02957,0.01133
RS,0.0323,0.09702,0.21307,0.3307,0.05116,0.03303,0.01474,0.00542,0.03754,0.04849,0.02754,0.01066


T
R4,0.01119,0.01808,0.02359,0.02744,0.01053,0.01004,0.00631,0.00375,0.01083,0.01288,0.00996,0.0066
RW,0.10666,0.1363,0.18073,0.21974,0.17401,0.12935,0.08529,0.05318,0.13198,0.13252,0.11579,0.08554
R1,0.27199,0.36716,0.48819,0.59436,0.26262,0.20576,0.13623,0.08491,0.26678,0.26341,0.21292,0.1485
R2,0.06157,0.08386,0.1131,0.1515,0.05966,0.04646,0.03099,0.02134,0.0605,0.0597,0.04863,0.03739
R3,0.02192,0.03283,0.0438,0.05479,0.02094,0.01821,0.01185,0.00758,0.02138,0.02339,0.01865,0.01331
RL,0.24215,0.33123,0.44629,0.54577,0.23378,0.18575,0.12458,0.07798,0.2375,0.23773,0.1947,0.13638
RSU,0.07516,0.13149,0.23354,0.34133,0.07035,0.04186,0.01852,0.00715,0.07225,0.06324,0.03429,0.01401
RS,0.06627,0.12237,0.22368,0.33149,0.06191,0.03834,0.01727,0.00673,0.06363,0.05814,0.03205,0.01319


U
R4,0.00077,0.00192,0.00352,0.0071,0.00071,0.001,0.00087,0.00086,0.00074,0.00132,0.0014,0.00153
RW,0.09204,0.11272,0.16062,0.19723,0.13814,0.09905,0.07003,0.0427,0.11035,0.10533,0.09747,0.07018
R1,0.24196,0.30871,0.44374,0.54294,0.21613,0.1603,0.1142,0.06943,0.2281,0.21089,0.18158,0.1231
R2,0.03064,0.0388,0.07113,0.09821,0.02764,0.02005,0.01807,0.01233,0.02902,0.02642,0.0288,0.0219
R3,0.00576,0.0081,0.01517,0.02044,0.00521,0.0042,0.00382,0.00252,0.00546,0.00553,0.0061,0.00449
RL,0.21349,0.27995,0.40571,0.49933,0.19063,0.14537,0.10438,0.06386,0.20122,0.19124,0.16599,0.11321
RSU,0.05773,0.09337,0.18876,0.28898,0.04658,0.02562,0.01275,0.00482,0.05137,0.04014,0.02388,0.00949
RS,0.04932,0.08509,0.17886,0.27915,0.03967,0.02297,0.01176,0.00451,0.04381,0.0361,0.02206,0.00888


W
R4,0.00054,0.00046,0.00091,0.01076,0.0009,0.00037,0.00026,0.00148,0.00063,0.0004,0.0004,0.0026
RW,0.05958,0.09515,0.13987,0.19008,0.11934,0.10418,0.07091,0.04672,0.07634,0.09478,0.09009,0.07478
R1,0.1584,0.26418,0.38775,0.53033,0.18059,0.16595,0.11416,0.07713,0.16258,0.19511,0.17077,0.13438
R2,0.0145,0.02536,0.04601,0.09475,0.01882,0.01571,0.01235,0.01341,0.0157,0.01879,0.01942,0.02345
R3,0.0018,0.00336,0.00647,0.02862,0.00324,0.00231,0.00176,0.00399,0.0022,0.00265,0.00276,0.00699
RL,0.13445,0.23317,0.35169,0.48309,0.15535,0.14725,0.1034,0.07017,0.1383,0.17251,0.15459,0.12228
RSU,0.02878,0.0712,0.14752,0.2725,0.03772,0.02747,0.01316,0.00594,0.02944,0.03488,0.02213,0.01161
RS,0.023,0.06377,0.13818,0.26248,0.02911,0.02279,0.01126,0.00554,0.02343,0.03055,0.0201,0.01084


Y
R4,0.00028,0.00025,0.00793,0.02276,0.00022,0.00011,0.00213,0.00284,0.00025,0.00016,0.00336,0.00505
RW,0.0924,0.12105,0.1735,0.2186,0.13205,0.11404,0.08247,0.04889,0.10853,0.11693,0.11158,0.07987
R1,0.2333,0.3287,0.47657,0.59193,0.19802,0.18288,0.13356,0.07814,0.2139,0.23416,0.20835,0.13802
R2,0.02952,0.04536,0.08733,0.14377,0.0251,0.02498,0.0241,0.01861,0.02709,0.03211,0.03772,0.03294
R3,0.00489,0.00832,0.02538,0.05,0.00408,0.00464,0.00693,0.00637,0.00444,0.00593,0.01088,0.0113
RL,0.21209,0.29747,0.43417,0.54262,0.18015,0.1654,0.12178,0.07165,0.19454,0.21182,0.18994,0.12655
RSU,0.05512,0.10376,0.21373,0.33535,0.04034,0.03232,0.01715,0.00598,0.04635,0.04872,0.03168,0.01174
RS,0.04702,0.0951,0.20358,0.3254,0.03426,0.02909,0.01591,0.00562,0.03944,0.04403,0.02944,0.01104


Z
R4,0.00236,0.00562,0.01325,0.02063,0.0023,0.00298,0.00338,0.00256,0.00233,0.00389,0.00539,0.00455
RW,0.0828,0.11555,0.16282,0.20817,0.13195,0.10853,0.07344,0.04629,0.10164,0.11181,0.10116,0.07571
R1,0.22341,0.31976,0.45289,0.56564,0.21108,0.17748,0.12052,0.07433,0.21685,0.2281,0.1903,0.13137
R2,0.02662,0.04251,0.08489,0.13605,0.02517,0.02325,0.0222,0.01751,0.02585,0.03004,0.03518,0.03102
R3,0.0067,0.01146,0.02923,0.04716,0.00644,0.0062,0.00757,0.00596,0.00656,0.00804,0.01201,0.01058
RL,0.18737,0.28177,0.40448,0.5206,0.17682,0.15627,0.10772,0.06842,0.18175,0.20091,0.17007,0.12092
RSU,0.05075,0.10163,0.20555,0.31988,0.04542,0.03176,0.01486,0.00565,0.04777,0.04829,0.02769,0.0111
RS,0.04289,0.0932,0.19587,0.31027,0.03828,0.02867,0.01379,0.0053,0.04031,0.04375,0.02574,0.01043


