ROUGE_type,010_r,050_r,100_r,200_r,010_p,050_p,100_p,200_p,010_f,050_f,100_f,200_f
R4,0.00353,0.00297,0.00866,0.01594,0.00954,0.00374,0.00934,0.01583,0.00489,0.0033,0.00896,0.01588
RW,0.08785,0.08028,0.10119,0.12086,0.27883,0.16998,0.1832,0.20035,0.1308,0.10775,0.13006,0.15071
R1,0.15938,0.2123,0.29781,0.39486,0.32482,0.27083,0.32354,0.39311,0.2086,0.23487,0.30944,0.39394
R2,0.043,0.03611,0.05829,0.09238,0.09536,0.04741,0.06341,0.09197,0.05764,0.04027,0.06059,0.09217
R3,0.01034,0.00981,0.01876,0.03268,0.02682,0.01265,0.02041,0.03252,0.01391,0.01088,0.0195,0.03259
RL,0.13969,0.18497,0.27216,0.36919,0.28352,0.23643,0.29554,0.36751,0.18242,0.20472,0.28273,0.36831
RSU,0.03646,0.04495,0.08066,0.14417,0.14536,0.07194,0.09494,0.14294,0.05414,0.0529,0.08647,0.14349
RS,0.02101,0.03843,0.07642,0.14171,0.09505,0.06132,0.09005,0.14049,0.03139,0.04517,0.08195,0.14104


24
R4,-,0.00985,0.01349,0.01563,-,0.01501,0.01603,0.01793,-,0.01174,0.01462,0.01669
RW,-,0.0874,0.10626,0.11647,-,0.20663,0.20861,0.2189,-,0.12128,0.14044,0.15183
R1,-,0.22381,0.30854,0.37985,-,0.31705,0.36386,0.42872,-,0.25899,0.33312,0.40239
R2,-,0.05566,0.07129,0.09312,-,0.08007,0.08433,0.10547,-,0.06468,0.07708,0.09881
R3,-,0.02115,0.02608,0.03259,-,0.03103,0.03097,0.03708,-,0.02475,0.02824,0.03465
RL,-,0.19633,0.28133,0.35446,-,0.27839,0.33139,0.40001,-,0.22716,0.30359,0.37546
RSU,-,0.05114,0.08689,0.13279,-,0.10272,0.12096,0.16929,-,0.06554,0.10024,0.14821
RS,-,0.04443,0.08258,0.13036,-,0.09001,0.11533,0.1664,-,0.05708,0.09538,0.14558


25
R4,0.00243,0.00389,0.00604,0.01013,0.00425,0.00486,0.00623,0.01053,0.00309,0.00431,0.00613,0.01032
RW,0.08401,0.08709,0.10058,0.11385,0.25287,0.17253,0.18256,0.19882,0.12364,0.1154,0.12903,0.14462
R1,0.156,0.2324,0.30034,0.37696,0.30117,0.27678,0.32711,0.39517,0.20086,0.25176,0.31137,0.38536
R2,0.02944,0.03583,0.05048,0.07847,0.06231,0.04314,0.05467,0.08231,0.03923,0.03902,0.05217,0.08023
R3,0.00633,0.00932,0.01382,0.02311,0.01096,0.01136,0.01459,0.0241,0.008,0.01021,0.01416,0.02356
RL,0.13404,0.2009,0.2696,0.34812,0.2587,0.24034,0.29342,0.36492,0.17252,0.21808,0.27942,0.35587
RSU,0.03442,0.05431,0.08507,0.13139,0.11963,0.07669,0.1004,0.14445,0.05059,0.06277,0.09021,0.13694
RS,0.01598,0.04742,0.08086,0.12898,0.0605,0.06732,0.09547,0.14186,0.02398,0.0549,0.08574,0.13445


26
R4,0.0,0.00107,0.01317,0.01823,0.0,0.00096,0.01172,0.01646,0.0,0.00101,0.0124,0.0173
RW,0.07907,0.08046,0.11854,0.12663,0.11989,0.1223,0.17835,0.19007,0.09489,0.09678,0.14233,0.15193
R1,0.14989,0.201,0.34692,0.41096,0.1463,0.18359,0.31337,0.37046,0.14748,0.19134,0.3292,0.3896
R2,0.02255,0.02925,0.07874,0.10341,0.02189,0.02653,0.07079,0.09327,0.02211,0.02771,0.07454,0.09807
R3,0.00203,0.00345,0.02716,0.03672,0.00177,0.0031,0.02431,0.03315,0.00189,0.00326,0.02565,0.03484
RL,0.12553,0.18305,0.31677,0.38465,0.1226,0.16745,0.28606,0.34674,0.12355,0.17438,0.30054,0.36465
RSU,0.03194,0.04144,0.11041,0.1566,0.03027,0.03437,0.09004,0.12737,0.03063,0.03722,0.09908,0.14039
RS,0.01169,0.03522,0.10579,0.1541,0.01074,0.02897,0.0861,0.12522,0.01105,0.03151,0.09483,0.13808


28
R4,-,0.01265,0.01486,0.02168,-,0.0131,0.01511,0.02155,-,0.01284,0.01497,0.02161
RW,-,0.10183,0.11286,0.12577,-,0.17539,0.1934,0.2089,-,0.12852,0.14238,0.15693
R1,-,0.27279,0.33463,0.4121,-,0.28363,0.34418,0.41118,-,0.27741,0.33907,0.41152
R2,-,0.06391,0.07653,0.10591,-,0.06711,0.07853,0.1055,-,0.06528,0.07746,0.10568
R3,-,0.0249,0.02918,0.04167,-,0.02623,0.02987,0.04143,-,0.02547,0.0295,0.04154
RL,-,0.23272,0.29956,0.38142,-,0.24172,0.30814,0.38051,-,0.23655,0.30354,0.38086
RSU,-,0.07165,0.10184,0.15666,-,0.07789,0.10772,0.15591,-,0.07386,0.10435,0.15612
RS,-,0.06378,0.0973,0.15415,-,0.06945,0.10296,0.1534,-,0.06577,0.09972,0.15362


29
R4,0.0,0.0085,0.01134,0.01089,0.0,0.00961,0.0116,0.01229,0.0,0.00875,0.01146,0.01153
RW,0.08649,0.0959,0.11053,0.11117,0.13764,0.18773,0.19315,0.20677,0.10615,0.12369,0.14026,0.14435
R1,0.15879,0.25139,0.3208,0.36555,0.16249,0.29258,0.33699,0.40824,0.16055,0.26302,0.32793,0.38499
R2,0.02592,0.0573,0.06499,0.07721,0.02622,0.07006,0.06759,0.0866,0.02605,0.06054,0.06616,0.08148
R3,0.0,0.01922,0.02348,0.0239,0.0,0.02333,0.02411,0.02688,0.0,0.02025,0.02378,0.02526
RL,0.13889,0.22261,0.29494,0.33842,0.14215,0.25962,0.30947,0.37802,0.14044,0.23296,0.30136,0.35645
RSU,0.03872,0.06353,0.09238,0.12152,0.04036,0.08581,0.10145,0.15105,0.03946,0.06689,0.09593,0.1337
RS,0.01423,0.05626,0.08791,0.11912,0.01477,0.07517,0.09656,0.14821,0.01447,0.05904,0.0913,0.13111


3
R4,-,0.01054,0.01633,0.01766,-,0.01116,0.01697,0.02038,-,0.01079,0.01663,0.01866
RW,-,0.10575,0.11426,0.11919,-,0.18545,0.19788,0.21103,-,0.13415,0.14478,0.15144
R1,-,0.27477,0.33395,0.38668,-,0.29042,0.34708,0.41014,-,0.28128,0.34014,0.39586
R2,-,0.06719,0.07787,0.09531,-,0.0708,0.08079,0.10323,-,0.06869,0.07924,0.09832
R3,-,0.02452,0.03077,0.03577,-,0.02584,0.03194,0.03991,-,0.02506,0.03132,0.03731
RL,-,0.24128,0.30539,0.36009,-,0.25481,0.31736,0.3819,-,0.24692,0.31104,0.3686
RSU,-,0.0746,0.10427,0.1414,-,0.08192,0.11267,0.15912,-,0.07709,0.108,0.1467
RS,-,0.06681,0.09979,0.13899,-,0.07317,0.1079,0.15645,-,0.06895,0.10339,0.1442
