ROUGE_type,050_r,100_r,200_r,400_r,050_p,100_p,200_p,400_p,050_f,100_f,200_f,400_f
RS,0.065,0.09896,0.17209,0.20427,0.06546,0.08505,0.05601,0.04495,0.0611,0.08957,0.08176,0.0665


S
R4,0.01312,0.0161,0.02431,0.03327,0.01912,0.01651,0.01251,0.00853,0.01551,0.0162,0.01651,0.01355
RW,0.07854,0.0998,0.14265,0.18548,0.16784,0.17103,0.12871,0.08246,0.10578,0.12546,0.13507,0.11386
R1,0.20655,0.29701,0.44437,0.56583,0.25924,0.29683,0.23414,0.14677,0.22697,0.29543,0.3063,0.23269
R2,0.0438,0.06261,0.10113,0.14497,0.05717,0.06329,0.05305,0.03753,0.04904,0.06259,0.06951,0.0595
R3,0.01779,0.02565,0.04029,0.057,0.02453,0.02605,0.02088,0.01465,0.02047,0.02569,0.02749,0.02327
RL,0.17302,0.2634,0.40133,0.52013,0.21609,0.26335,0.21134,0.135,0.18976,0.26205,0.27653,0.21399
RSU,0.04659,0.08337,0.18643,0.30289,0.07346,0.08305,0.05251,0.02126,0.05448,0.08162,0.08152,0.03943
RS,0.03942,0.07856,0.18148,0.29788,0.06246,0.07814,0.05068,0.02065,0.04609,0.07683,0.07882,0.03831


T
R4,0.01296,0.01462,0.01815,0.02603,0.01293,0.01408,0.01008,0.00738,0.01293,0.01433,0.01294,0.01147
RW,0.11123,0.11256,0.14534,0.18845,0.18431,0.18269,0.13852,0.09259,0.13845,0.13917,0.14165,0.12377
R1,0.28727,0.32843,0.44202,0.56907,0.27925,0.31176,0.24563,0.16353,0.28279,0.31968,0.31552,0.25348
R2,0.07106,0.07937,0.10617,0.15065,0.06944,0.07559,0.05877,0.04303,0.07013,0.07738,0.07559,0.06679
R3,0.02485,0.02943,0.0381,0.05261,0.02436,0.02816,0.02106,0.01491,0.02457,0.02876,0.0271,0.02318
RL,0.256,0.29987,0.40899,0.52733,0.24872,0.28464,0.22732,0.15152,0.25194,0.29188,0.29197,0.23487
RSU,0.08414,0.10271,0.18821,0.30725,0.0793,0.09323,0.05859,0.02621,0.08123,0.0975,0.08908,0.04787
RS,0.07498,0.09762,0.18333,0.30225,0.07047,0.08855,0.0566,0.02546,0.07228,0.09263,0.08622,0.04655


U
R4,0.00131,0.00197,0.00387,0.00784,0.0012,0.00176,0.00193,0.00194,0.00125,0.00186,0.00257,0.00311
RW,0.09068,0.09429,0.12988,0.16747,0.1381,0.14148,0.11442,0.07406,0.10931,0.11308,0.12152,0.10244
R1,0.24002,0.27717,0.40057,0.51778,0.21594,0.24336,0.20557,0.13372,0.22716,0.25907,0.27155,0.2122
R2,0.03263,0.03529,0.06232,0.08908,0.02956,0.03116,0.03179,0.02277,0.03099,0.03309,0.04208,0.03623
R3,0.00676,0.0069,0.01283,0.019,0.00611,0.00615,0.00648,0.00477,0.00641,0.0065,0.00861,0.00763
RL,0.21181,0.25589,0.37354,0.48292,0.19052,0.22465,0.19176,0.12477,0.20043,0.23917,0.25328,0.19798
RSU,0.05838,0.07387,0.15374,0.25651,0.04754,0.05744,0.04099,0.01773,0.05224,0.06454,0.06457,0.03294
RS,0.05012,0.06929,0.14898,0.25154,0.04065,0.05377,0.03937,0.01716,0.04474,0.06048,0.06213,0.03191


W
R4,0.0,0.00038,0.0027,0.00598,0.0,0.00033,0.00134,0.00172,0.0,0.00035,0.00179,0.00265
RW,0.06137,0.07912,0.11297,0.15882,0.12079,0.14311,0.11259,0.07965,0.07823,0.09832,0.10963,0.10533
R1,0.16072,0.23221,0.35237,0.49845,0.17898,0.24078,0.20121,0.14622,0.16344,0.22803,0.25055,0.22487
R2,0.01173,0.02286,0.04345,0.08142,0.01315,0.02413,0.02374,0.02377,0.01208,0.02257,0.0305,0.03656
R3,0.0005,0.00213,0.00668,0.01754,0.00058,0.00246,0.00359,0.00508,0.00054,0.00212,0.00464,0.00782
RL,0.13881,0.21048,0.32187,0.45792,0.1565,0.2193,0.18431,0.13413,0.14144,0.20689,0.22907,0.20636
RSU,0.02936,0.0569,0.12356,0.2364,0.03438,0.0578,0.03955,0.0214,0.02918,0.05244,0.05671,0.03856
RS,0.02348,0.05297,0.11915,0.2314,0.02561,0.05197,0.03698,0.02069,0.02311,0.04861,0.05424,0.03733


Y
R4,0.00027,0.00095,0.00877,0.01815,0.00022,0.00088,0.00471,0.00485,0.00024,0.00091,0.00612,0.00762
RW,0.09341,0.09987,0.14135,0.18441,0.1354,0.15996,0.13515,0.08422,0.11035,0.12254,0.13781,0.11528
R1,0.23434,0.28546,0.43284,0.56089,0.20044,0.2677,0.24126,0.14947,0.21585,0.27547,0.30915,0.23556
R2,0.03213,0.04051,0.07734,0.13554,0.02715,0.03802,0.043,0.03603,0.0294,0.03911,0.05514,0.05679
R3,0.00382,0.00612,0.02104,0.04155,0.00326,0.00577,0.01156,0.01105,0.00352,0.00592,0.01489,0.01741
RL,0.21659,0.26704,0.39869,0.52036,0.18507,0.25038,0.22227,0.13868,0.19939,0.25767,0.2848,0.21854
RSU,0.05645,0.07785,0.1728,0.29885,0.04159,0.06783,0.05423,0.02208,0.04772,0.07171,0.08191,0.04077
RS,0.04846,0.07316,0.1678,0.29385,0.03549,0.06354,0.05223,0.02144,0.04082,0.06727,0.07903,0.03962


Z
R4,0.00342,0.00443,0.01007,0.01519,0.00314,0.00414,0.0053,0.00401,0.00327,0.00428,0.00694,0.00632
RW,0.08513,0.09684,0.13451,0.17727,0.13772,0.1551,0.12246,0.08072,0.10507,0.11915,0.12807,0.1106
R1,0.23115,0.29051,0.41687,0.54219,0.21992,0.27243,0.2214,0.14424,0.22515,0.28108,0.28903,0.22742
R2,0.03396,0.04508,0.07972,0.12566,0.03193,0.04239,0.04232,0.03348,0.03288,0.04368,0.05525,0.05273
R3,0.00942,0.01149,0.02318,0.03687,0.00877,0.01082,0.01226,0.00982,0.00908,0.01114,0.01603,0.01546
RL,0.19381,0.25887,0.37876,0.50358,0.18458,0.24265,0.20101,0.13387,0.18887,0.25041,0.2625,0.21111
RSU,0.05265,0.08047,0.16876,0.2878,0.04776,0.07101,0.04841,0.02151,0.04989,0.07534,0.07503,0.03963
RS,0.04459,0.07572,0.16397,0.28292,0.04033,0.06674,0.04664,0.02089,0.04218,0.07085,0.07243,0.03852


