ROUGE_type,010_r,050_r,100_r,200_r,010_p,050_p,100_p,200_p,010_f,050_f,100_f,200_f
R4,0.00808,0.00301,0.00651,0.01377,0.02055,0.00342,0.0036,0.00343,0.01096,0.00319,0.00462,0.0055
RW,0.09313,0.08439,0.13904,0.19741,0.29418,0.17462,0.12719,0.08301,0.1382,0.11242,0.13233,0.11678
R1,0.17076,0.21972,0.37073,0.51988,0.34477,0.27492,0.20606,0.1328,0.22192,0.24107,0.26411,0.2115
R2,0.04134,0.03814,0.07116,0.11883,0.08978,0.0471,0.03963,0.03007,0.05498,0.04161,0.05075,0.04798
R3,0.01341,0.0097,0.01982,0.03618,0.02678,0.01107,0.01096,0.00908,0.01732,0.01028,0.01407,0.01452
RL,0.14705,0.19237,0.33255,0.47566,0.29858,0.24122,0.18482,0.12156,0.19138,0.21113,0.23691,0.19358
RSU,0.03709,0.04685,0.12565,0.24931,0.14162,0.07062,0.03942,0.01657,0.05421,0.05395,0.05943,0.03106
RS,0.01998,0.04001,0.11621,0.23884,0.08505,0.05978,0.03586,0.01544,0.02948,0.04593,0.05427,0.029


24
R4,-,0.00475,0.01152,0.01579,-,0.00709,0.00661,0.00441,-,0.00561,0.00838,0.00689
RW,-,0.08391,0.14117,0.19423,-,0.19447,0.13955,0.09229,-,0.11564,0.13987,0.1249
R1,-,0.21651,0.37815,0.51854,-,0.30396,0.22732,0.15009,-,0.2494,0.28323,0.23259
R2,-,0.04426,0.08077,0.12436,-,0.06356,0.0481,0.03562,-,0.05134,0.06014,0.05532
R3,-,0.01347,0.02762,0.04098,-,0.01966,0.01627,0.0116,-,0.01578,0.02043,0.01807
RL,-,0.18905,0.33642,0.46811,-,0.26591,0.20212,0.13541,-,0.21785,0.25188,0.20987
RSU,-,0.04647,0.13148,0.24939,-,0.09033,0.04799,0.02125,-,0.05885,0.06971,0.03911
RS,-,0.03975,0.12195,0.23896,-,0.07747,0.04383,0.01983,-,0.05041,0.06392,0.03657


25
R4,0.00608,0.00393,0.00538,0.01025,0.00936,0.00457,0.00292,0.00267,0.00735,0.00421,0.00377,0.00423
RW,0.08683,0.08847,0.13267,0.18502,0.26257,0.17057,0.12276,0.08189,0.12782,0.11596,0.12649,0.1133
R1,0.15732,0.23329,0.36507,0.49747,0.30435,0.27468,0.20543,0.13401,0.20268,0.25127,0.261,0.21088
R2,0.0343,0.03524,0.06259,0.10659,0.06929,0.04172,0.03531,0.02843,0.04482,0.03807,0.04479,0.04482
R3,0.01239,0.0099,0.0152,0.02927,0.02167,0.01163,0.00834,0.00769,0.01548,0.01066,0.01073,0.01215
RL,0.13878,0.20128,0.31894,0.4472,0.26976,0.23691,0.1794,0.12046,0.17899,0.21677,0.22796,0.18957
RSU,0.03962,0.0547,0.12304,0.22977,0.12676,0.07519,0.0402,0.01705,0.05718,0.0623,0.05873,0.03166
RS,0.02242,0.04766,0.11364,0.21933,0.07954,0.06577,0.03653,0.01584,0.03282,0.05433,0.05354,0.02947


26
R4,0.0,0.00053,0.01004,0.01668,0.0,0.0005,0.00446,0.0037,0.0,0.00051,0.00617,0.00606
RW,0.0907,0.08348,0.15339,0.20334,0.13712,0.12457,0.11636,0.07739,0.10868,0.09951,0.13218,0.11201
R1,0.16612,0.20611,0.41441,0.54152,0.16222,0.18753,0.19114,0.12527,0.16343,0.19569,0.26147,0.20341
R2,0.02779,0.02889,0.09401,0.14164,0.02644,0.0269,0.04304,0.0324,0.02694,0.02767,0.05901,0.05272
R3,0.00198,0.00352,0.02819,0.04541,0.00177,0.00347,0.01275,0.01026,0.00186,0.00347,0.01755,0.01673
RL,0.14589,0.18887,0.36844,0.49417,0.14258,0.17195,0.16992,0.11434,0.14357,0.17936,0.23245,0.18565
RSU,0.03948,0.0424,0.1615,0.27432,0.03762,0.03499,0.03482,0.01495,0.03796,0.03794,0.0572,0.02834
RS,0.01757,0.03597,0.15175,0.26398,0.01635,0.02948,0.03208,0.01398,0.01668,0.03209,0.05288,0.02655


28
R4,-,0.00748,0.01177,0.0185,-,0.00791,0.00601,0.00456,-,0.00765,0.00795,0.00732
RW,-,0.10454,0.14917,0.20011,-,0.17619,0.12858,0.08435,-,0.13082,0.13789,0.11856
R1,-,0.27486,0.4113,0.54071,-,0.28272,0.21568,0.13842,-,0.27798,0.28274,0.22034
R2,-,0.05977,0.09427,0.13854,-,0.0619,0.04897,0.03507,-,0.06062,0.06441,0.05596
R3,-,0.01931,0.03105,0.04683,-,0.02024,0.016,0.0117,-,0.01967,0.0211,0.01872
RL,-,0.23739,0.35764,0.48236,-,0.24404,0.18747,0.12349,-,0.24002,0.24579,0.19658
RSU,-,0.07065,0.15404,0.27194,-,0.075,0.04287,0.01813,-,0.07196,0.06692,0.03398
RS,-,0.06258,0.14408,0.2615,-,0.06648,0.03941,0.01696,-,0.06374,0.06175,0.03184


29
R4,0.0,0.00663,0.01009,0.01576,0.0,0.00696,0.00505,0.00442,0.0,0.00668,0.00672,0.00689
RW,0.08997,0.09442,0.14404,0.18893,0.14327,0.18368,0.12706,0.08947,0.11042,0.1211,0.13455,0.12114
R1,0.1698,0.24564,0.38428,0.50813,0.17459,0.28808,0.20621,0.14613,0.17207,0.25737,0.26768,0.2266
R2,0.0267,0.05069,0.0743,0.11205,0.02724,0.05999,0.03929,0.03187,0.02696,0.0531,0.05127,0.04955
R3,0.00103,0.01622,0.02445,0.03628,0.00103,0.01859,0.0125,0.01018,0.00103,0.01678,0.01652,0.01587
RL,0.14606,0.2133,0.34337,0.45601,0.15015,0.25118,0.18397,0.1312,0.148,0.22366,0.23896,0.20344
RSU,0.04195,0.05811,0.13364,0.23452,0.0442,0.08063,0.03878,0.0198,0.04296,0.06152,0.05963,0.03643
RS,0.01675,0.05074,0.12388,0.22387,0.01768,0.06956,0.03529,0.01841,0.01717,0.05357,0.05449,0.03394


3
R4,-,0.00638,0.01081,0.01885,-,0.00678,0.00567,0.00508,-,0.00654,0.00743,0.00798
RW,-,0.09895,0.14293,0.19338,-,0.17019,0.12458,0.08705,-,0.12455,0.13297,0.1192
R1,-,0.25855,0.38628,0.51684,-,0.27216,0.20464,0.14126,-,0.26398,0.26735,0.22086
R2,-,0.05386,0.08162,0.13131,-,0.05701,0.04291,0.03563,-,0.05511,0.0562,0.0558
R3,-,0.01673,0.0271,0.0452,-,0.0178,0.01412,0.01231,-,0.01715,0.01855,0.01925
RL,-,0.22463,0.3424,0.46775,-,0.23549,0.18134,0.12784,-,0.22897,0.23693,0.19989
RSU,-,0.06384,0.14118,0.25292,-,0.07052,0.04003,0.01943,-,0.06582,0.06224,0.03573
RS,-,0.05617,0.13168,0.24268,-,0.062,0.03669,0.01813,-,0.05785,0.05726,0.03341
